MatchDate,Season,Team,Opponent,Venue,Shots,GoalsFor,GoalsAgainst,Result,RedCard
25/08/2018,1819,Ath Madrid,Vallecano,Home,2,1,0,H,0
25/08/2019,1920,Ath Madrid,Leganes,Away,4,1,0,A,0
25/08/2024,2425,Ath Madrid,Girona,Home,6,3,0,H,0
25/09/16,1617,Ath Madrid,La Coruna,Home,5,1,0,H,0
25/09/2018,1819,Ath Madrid,Huesca,Home,5,3,0,H,0
25/09/2019,1920,Ath Madrid,Mallorca,Away,3,2,0,A,1
25/09/2021,2122,Ath Madrid,Alaves,Away,1,0,1,H,0
25/10/15,1516,Ath Madrid,Valencia,Home,8,2,1,H,0
25/11/06,607,Ath Madrid,Sociedad,Home,5,1,1,D,0
25/11/07,708,Ath Madrid,Valladolid,Home,10,4,3,H,1
25/11/12,1213,Ath Madrid,Sevilla,Home,7,4,0,H,0
25/11/17,1718,Ath Madrid,Levante,Away,11,5,0,A,0
25/11/2023,2324,Ath Madrid,Mallorca,Home,3,1,0,H,0
26/01/14,1314,Ath Madrid,Vallecano,Away,7,4,2,A,0
26/01/2019,1819,Ath Madrid,Getafe,Home,6,2,0,H,0
26/01/2020,1920,Ath Madrid,Leganes,Home,3,0,0,D,0
26/02/11,1011,Ath Madrid,Sevilla,Home,11,2,2,D,0
26/02/12,1112,Ath Madrid,Barcelona,Home,5,1,2,A,0
26/02/17,1617,Ath Madrid,Barcelona,Home,4,1,2,A,0
26/02/2022,2122,Ath Madrid,Celta,Home,6,2,0,H,0
26/03/06,506,Ath Madrid,Cadiz,Away,5,1,1,D,0
26/03/14,1314,Ath Madrid,Granada,Home,5,1,0,H,0
26/04/09,809,Ath Madrid,Sp Gijon,Home,5,3,1,H,1
26/04/2023,2223,Ath Madrid,Mallorca,Home,9,3,1,H,0
26/05/13,1213,Ath Madrid,Mallorca,Home,2,0,0,D,0
26/08/17,1718,Ath Madrid,Las Palmas,Away,6,5,1,A,0
26/09/07,708,Ath Madrid,Ath Bilbao,Away,4,2,0,A,0
26/09/09,910,Ath Madrid,Valencia,Away,3,2,2,D,0
26/09/10,1011,Ath Madrid,Zaragoza,Home,4,1,0,H,1
26/09/12,1213,Ath Madrid,Betis,Away,10,4,2,A,0
26/09/15,1516,Ath Madrid,Villarreal,Away,4,0,1,H,0
26/09/2024,2425,Ath Madrid,Celta,Away,2,1,0,A,0
26/10/08,809,Ath Madrid,Villarreal,Away,5,4,4,D,1
26/10/14,1415,Ath Madrid,Getafe,Away,7,1,0,A,0
26/10/2019,1920,Ath Madrid,Ath Bilbao,Home,2,2,0,H,0
26/11/11,1112,Ath Madrid,Real Madrid,Away,1,1,4,H,2
27/01/07,607,Ath Madrid,Santander,Home,4,1,1,D,0
27/01/08,708,Ath Madrid,Mallorca,Away,2,0,1,H,1
27/01/13,1213,Ath Madrid,Ath Bilbao,Away,6,0,3,H,0
27/02/16,1516,Ath Madrid,Real Madrid,Away,5,1,0,A,0
27/04/08,708,Ath Madrid,Getafe,Away,4,1,1,D,0
27/04/13,1213,Ath Madrid,Real Madrid,Home,4,1,2,A,0
27/04/14,1314,Ath Madrid,Valencia,Away,4,1,0,A,1
27/04/2019,1819,Ath Madrid,Valladolid,Home,1,1,0,H,0
27/04/2024,2324,Ath Madrid,Ath Bilbao,Home,3,3,1,H,0
27/05/07,607,Ath Madrid,Gimnastic,Away,3,2,0,A,0
27/06/2020,1920,Ath Madrid,Alaves,Home,4,2,1,H,0
27/08/06,607,Ath Madrid,Santander,Away,4,1,0,A,1
27/08/12,1213,Ath Madrid,Ath Bilbao,Home,14,4,0,H,0
27/08/16,1617,Ath Madrid,Leganes,Away,3,0,0,D,0
27/09/14,1415,Ath Madrid,Sevilla,Home,6,4,0,H,0
27/09/2020,2021,Ath Madrid,Granada,Home,10,6,1,H,0
27/09/2025,2526,Ath Madrid,Real Madrid,Home,7,5,2,H,0
27/10/05,506,Ath Madrid,Cadiz,Home,10,3,0,H,0
27/10/11,1112,Ath Madrid,Ath Bilbao,Away,4,0,3,H,0
27/10/13,1314,Ath Madrid,Betis,Home,12,5,0,H,0
27/10/2018,1819,Ath Madrid,Sociedad,Home,4,2,0,H,0
27/10/2024,2425,Ath Madrid,Betis,Away,3,0,1,H,0
27/10/2025,2526,Ath Madrid,Betis,Away,4,2,0,A,0
27/11/05,506,Ath Madrid,Espanol,Home,5,1,1,D,0
27/11/10,1011,Ath Madrid,Espanol,Home,10,2,3,A,0
27/11/16,1617,Ath Madrid,Osasuna,Away,5,3,0,A,0
28/01/06,506,Ath Madrid,La Coruna,Home,8,3,2,H,0
28/01/17,1617,Ath Madrid,Alaves,Away,2,0,0,D,0
28/01/18,1718,Ath Madrid,Las Palmas,Home,7,3,0,H,0
28/01/2024,2324,Ath Madrid,Valencia,Home,8,2,0,H,0
28/02/10,910,Ath Madrid,Valencia,Home,13,4,1,H,0
28/02/18,1718,Ath Madrid,Leganes,Home,8,4,0,H,0
28/02/2021,2021,Ath Madrid,Villarreal,Away,5,2,0,A,0
28/02/2026,2526,Ath Madrid,Oviedo,Away,1,1,0,A,0
28/03/10,910,Ath Madrid,Real Madrid,Away,3,2,3,H,0
28/04/07,607,Ath Madrid,Betis,Home,8,0,0,D,0
28/05/2023,2223,Ath Madrid,Sociedad,Home,5,2,1,H,0
28/08/05,506,Ath Madrid,Zaragoza,Home,5,0,0,D,0
28/08/11,1112,Ath Madrid,Osasuna,Home,8,0,0,D,0
28/08/2023,2324,Ath Madrid,Vallecano,Away,10,7,0,A,0
28/08/2024,2425,Ath Madrid,Espanol,Home,7,0,0,D,0
28/09/08,809,Ath Madrid,Sevilla,Home,1,0,1,A,0
28/09/13,1314,Ath Madrid,Real Madrid,Away,4,1,0,A,0
28/09/2019,1920,Ath Madrid,Real Madrid,Home,1,0,0,D,0
28/09/2023,2324,Ath Madrid,Osasuna,Away,3,2,0,A,1
28/10/07,708,Ath Madrid,Levante,Away,5,1,0,A,0
28/10/12,1213,Ath Madrid,Osasuna,Home,9,3,1,H,0
28/10/17,1718,Ath Madrid,Villarreal,Home,6,1,1,D,0
28/10/2021,2122,Ath Madrid,Levante,Away,3,2,2,D,0
28/11/15,1516,Ath Madrid,Espanol,Home,6,1,0,H,0
28/11/2020,2021,Ath Madrid,Valencia,Away,6,1,0,A,0
28/11/2021,2122,Ath Madrid,Cadiz,Away,7,4,1,A,0
29/01/2023,2223,Ath Madrid,Osasuna,Away,5,1,0,A,0
29/03/08,708,Ath Madrid,Villarreal,Away,1,0,3,H,0
29/03/14,1314,Ath Madrid,Ath Bilbao,Away,3,2,1,A,0
29/03/2025,2425,Ath Madrid,Espanol,Away,2,1,1,D,0
29/04/12,1112,Ath Madrid,Betis,Away,6,2,2,D,0
29/04/15,1415,Ath Madrid,Villarreal,Away,3,1,0,A,0
29/04/17,1617,Ath Madrid,Las Palmas,Away,7,5,0,A,0
29/04/18,1718,Ath Madrid,Alaves,Away,6,1,0,A,1
29/08/2021,2122,Ath Madrid,Villarreal,Home,5,2,2,D,0
29/08/2022,2223,Ath Madrid,Valencia,Away,7,1,0,A,0
29/09/2018,1819,Ath Madrid,Real Madrid,Away,3,0,0,D,0
29/09/2024,2425,Ath Madrid,Real Madrid,Home,4,1,1,D,1
29/10/06,607,Ath Madrid,Zaragoza,Home,5,0,1,A,0
29/10/16,1617,Ath Madrid,Malaga,Home,7,4,2,H,1
29/10/2019,1920,Ath Madrid,Alaves,Away,3,1,1,D,0
29/10/2022,2223,Ath Madrid,Cadiz,Away,7,2,3,H,0
29/10/2023,2324,Ath Madrid,Alaves,Home,7,2,1,H,0
29/11/09,910,Ath Madrid,Espanol,Home,6,4,0,H,0
29/11/2025,2526,Ath Madrid,Oviedo,Home,8,2,0,H,0
29/12/2022,2223,Ath Madrid,Elche,Home,4,2,0,H,1
30/01/11,1011,Ath Madrid,Ath Bilbao,Home,7,0,2,A,1
30/01/12,1112,Ath Madrid,Osasuna,Away,4,1,0,A,0
30/01/16,1516,Ath Madrid,Barcelona,Away,4,1,2,H,2
30/03/2019,1819,Ath Madrid,Alaves,Away,7,4,0,A,0
30/04/06,506,Ath Madrid,Mallorca,Home,3,0,1,A,0
30/04/11,1011,Ath Madrid,La Coruna,Away,5,1,0,A,0
30/04/16,1516,Ath Madrid,Vallecano,Home,6,1,0,H,0
30/04/2022,2122,Ath Madrid,Ath Bilbao,Away,3,0,2,H,0
30/04/2023,2223,Ath Madrid,Valladolid,Away,6,5,2,A,0
30/05/09,809,Ath Madrid,Almeria,Home,6,3,0,H,0
30/06/2020,1920,Ath Madrid,Barcelona,Away,3,2,2,D,0
30/08/09,910,Ath Madrid,Malaga,Away,3,0,3,H,0
30/08/10,1011,Ath Madrid,Sp Gijon,Home,7,4,0,H,0
30/08/14,1415,Ath Madrid,Eibar,Home,6,2,1,H,0
30/08/15,1516,Ath Madrid,Sevilla,Away,7,3,0,A,0
30/08/2025,2526,Ath Madrid,Alaves,Away,6,1,1,D,0
30/09/07,708,Ath Madrid,Osasuna,Home,6,2,0,H,0
30/09/12,1213,Ath Madrid,Espanol,Away,5,1,0,A,0
30/09/17,1718,Ath Madrid,Leganes,Away,2,0,0,D,0
30/09/2020,2021,Ath Madrid,Huesca,Away,2,0,0,D,0
30/10/05,506,Ath Madrid,Villarreal,Home,5,1,1,D,1
30/10/11,1112,Ath Madrid,Zaragoza,Home,7,3,1,H,0
30/10/15,1516,Ath Madrid,La Coruna,Away,3,1,1,D,0
30/11/08,809,Ath Madrid,Santander,Home,4,4,1,H,0
30/11/13,1314,Ath Madrid,Elche,Away,4,2,0,A,0
30/11/14,1415,Ath Madrid,La Coruna,Home,4,2,0,H,0
30/11/2024,2425,Ath Madrid,Valladolid,Away,9,5,0,A,0
30/12/15,1516,Ath Madrid,Vallecano,Away,6,2,0,A,0
30/12/2020,2021,Ath Madrid,Getafe,Home,3,1,0,H,0
31/01/10,910,Ath Madrid,Malaga,Home,4,0,2,A,0
31/01/15,1415,Ath Madrid,Eibar,Away,5,3,1,A,0
31/01/2021,2021,Ath Madrid,Cadiz,Away,4,4,2,A,0
31/01/2024,2324,Ath Madrid,Vallecano,Home,3,2,1,H,0
31/01/2026,2526,Ath Madrid,Levante,Away,4,0,0,D,0
31/03/13,1213,Ath Madrid,Valencia,Home,4,1,1,D,0
31/08/08,809,Ath Madrid,Malaga,Home,9,4,0,H,0
31/08/2024,2425,Ath Madrid,Ath Bilbao,Away,2,1,0,A,0
31/10/07,708,Ath Madrid,Sevilla,Home,8,4,3,H,0
31/10/09,910,Ath Madrid,Ath Bilbao,Away,6,0,1,H,0
31/10/10,1011,Ath Madrid,Almeria,Home,11,1,1,D,0
31/10/13,1314,Ath Madrid,Granada,Away,6,2,1,A,1
31/10/2020,2021,Ath Madrid,Osasuna,Away,6,3,1,A,0
31/10/2021,2122,Ath Madrid,Betis,Home,9,3,0,H,0
01/02/09,809,Barcelona,Santander,Away,2,2,1,A,2
01/02/14,1314,Barcelona,Valencia,Home,5,2,3,A,1
01/02/15,1415,Barcelona,Villarreal,Home,7,3,2,H,0
01/02/2023,2223,Barcelona,Betis,Away,3,2,1,A,0
01/03/08,708,Barcelona,Ath Madrid,Away,5,2,4,H,0
01/03/09,809,Barcelona,Ath Madrid,Away,6,3,4,H,0
01/03/17,1617,Barcelona,Sp Gijon,Home,9,6,1,H,0
01/03/18,1718,Barcelona,Las Palmas,Away,4,1,1,D,0
01/03/2020,1920,Barcelona,Real Madrid,Away,4,0,2,H,0
01/04/06,506,Barcelona,Real Madrid,Home,11,1,1,D,0
01/04/2023,2223,Barcelona,Elche,Away,6,4,0,A,0
01/05/10,910,Barcelona,Villarreal,Away,6,4,1,A,0
01/05/2022,2122,Barcelona,Mallorca,Home,5,2,1,H,0
01/06/13,1213,Barcelona,Malaga,Home,6,4,1,H,0
01/09/13,1314,Barcelona,Valencia,Away,9,3,2,A,0
01/10/05,506,Barcelona,Zaragoza,Home,7,2,2,D,0
01/10/17,1718,Barcelona,Las Palmas,Home,10,3,0,H,0
01/10/2020,2021,Barcelona,Celta,Away,3,3,0,A,1
01/10/2022,2223,Barcelona,Mallorca,Away,3,1,0,A,0
01/11/07,708,Barcelona,Valladolid,Away,2,1,1,D,0
01/11/08,809,Barcelona,Malaga,Away,4,4,1,A,0
01/11/13,1314,Barcelona,Espanol,Home,5,1,0,H,0
01/11/14,1415,Barcelona,Celta,Home,9,0,1,A,0
01/12/07,708,Barcelona,Espanol,Away,7,1,1,D,0
01/12/12,1213,Barcelona,Ath Bilbao,Home,10,5,1,H,0
01/12/13,1314,Barcelona,Ath Bilbao,Away,2,0,1,H,0
01/12/2019,1920,Barcelona,Ath Madrid,Away,5,1,0,A,0
02/01/10,910,Barcelona,Villarreal,Home,3,1,1,D,0
02/01/11,1011,Barcelona,Levante,Home,10,2,1,H,0
02/01/16,1516,Barcelona,Espanol,Away,2,0,0,D,0
02/01/2022,2122,Barcelona,Mallorca,Away,4,1,0,A,0
02/02/2019,1819,Barcelona,Valencia,Home,8,2,2,D,0
02/02/2020,1920,Barcelona,Levante,Home,9,2,1,H,0
02/02/2025,2425,Barcelona,Alaves,Home,4,1,0,H,0
02/03/11,1011,Barcelona,Valencia,Away,8,1,0,A,0
02/03/13,1213,Barcelona,Real Madrid,Away,2,1,2,H,1
02/03/14,1314,Barcelona,Almeria,Home,11,4,1,H,0
02/03/2019,1819,Barcelona,Real Madrid,Away,4,1,0,A,0
02/03/2025,2425,Barcelona,Sociedad,Home,10,4,0,H,0
02/04/11,1011,Barcelona,Villarreal,Away,6,1,0,A,0
02/04/16,1516,Barcelona,Real Madrid,Home,3,1,2,A,0
02/04/17,1617,Barcelona,Granada,Away,13,4,1,A,0
02/04/2019,1819,Barcelona,Villarreal,Away,9,4,4,D,0
02/05/09,809,Barcelona,Real Madrid,Away,13,6,2,A,0
02/05/12,1112,Barcelona,Malaga,Home,6,4,1,H,0
02/05/15,1415,Barcelona,Cordoba,Away,11,8,0,A,0
02/05/2021,2021,Barcelona,Valencia,Away,7,3,2,A,0
02/05/2023,2223,Barcelona,Osasuna,Home,4,1,0,H,0
02/05/2026,2526,Barcelona,Osasuna,Away,4,2,1,A,0
02/09/07,708,Barcelona,Ath Bilbao,Home,6,3,1,H,1
02/09/12,1213,Barcelona,Valencia,Home,5,1,0,H,0
02/09/2018,1819,Barcelona,Huesca,Home,15,8,2,H,0
02/10/11,1112,Barcelona,Sp Gijon,Away,4,1,0,A,0
02/10/16,1617,Barcelona,Celta,Away,4,3,4,H,0
02/10/2021,2122,Barcelona,Ath Madrid,Away,2,0,2,H,0
02/11/2019,1920,Barcelona,Levante,Away,6,1,3,H,0
02/11/2025,2526,Barcelona,Elche,Home,5,3,1,H,0
02/12/06,607,Barcelona,Levante,Away,4,1,1,D,0
02/12/09,910,Barcelona,Xerez,Away,3,2,0,A,0
02/12/17,1718,Barcelona,Celta,Home,7,2,2,D,0
02/12/2018,1819,Barcelona,Villarreal,Home,7,2,0,H,0
02/12/2025,2526,Barcelona,Ath Madrid,Home,6,3,1,H,0
03/01/09,809,Barcelona,Mallorca,Home,8,3,1,H,0
03/01/2021,2021,Barcelona,Huesca,Away,7,1,0,A,0
03/01/2026,2526,Barcelona,Espanol,Away,6,2,0,A,0
03/02/08,708,Barcelona,Osasuna,Home,6,1,0,H,0
03/02/13,1213,Barcelona,Valencia,Away,2,1,1,D,0
03/02/2024,2324,Barcelona,Alaves,Away,5,3,1,A,1
03/03/07,607,Barcelona,Sevilla,Away,5,1,2,H,2
03/03/12,1112,Barcelona,Sp Gijon,Home,5,3,1,H,1
03/03/16,1516,Barcelona,Vallecano,Away,8,5,1,A,0
03/03/2024,2324,Barcelona,Ath Bilbao,Away,2,0,0,D,0
03/04/10,910,Barcelona,Ath Bilbao,Home,7,4,1,H,0
03/04/2022,2122,Barcelona,Sevilla,Home,6,1,0,H,0
03/05/06,506,Barcelona,Celta,Away,5,1,0,A,0
03/05/14,1314,Barcelona,Getafe,Home,8,2,2,D,0
03/05/2025,2425,Barcelona,Valladolid,Away,7,2,1,A,0
03/09/2022,2223,Barcelona,Sevilla,Away,7,3,0,A,0
03/09/2023,2324,Barcelona,Osasuna,Away,4,2,1,A,0
03/10/09,910,Barcelona,Almeria,Home,7,1,0,H,0
03/10/10,1011,Barcelona,Mallorca,Home,10,1,1,D,0
03/10/15,1516,Barcelona,Sevilla,Away,9,1,2,H,0
03/11/12,1213,Barcelona,Celta,Home,6,3,1,H,0
03/11/2018,1819,Barcelona,Vallecano,Away,5,3,2,A,0
03/11/2024,2425,Barcelona,Espanol,Home,9,3,1,H,0
03/12/11,1112,Barcelona,Levante,Home,9,5,0,H,0
03/12/16,1617,Barcelona,Real Madrid,Home,2,1,1,D,0
03/12/2023,2324,Barcelona,Ath Madrid,Home,2,1,0,H,0
03/12/2024,2425,Barcelona,Mallorca,Away,9,5,1,A,0
04/01/15,1415,Barcelona,Sociedad,Away,4,0,1,H,0
04/01/2020,1920,Barcelona,Espanol,Away,7,2,2,D,1
04/01/2024,2324,Barcelona,Las Palmas,Away,5,2,1,A,0
04/02/07,607,Barcelona,Osasuna,Away,3,0,0,D,0
04/02/12,1112,Barcelona,Sociedad,Home,9,2,1,H,0
04/02/17,1617,Barcelona,Ath Bilbao,Home,6,3,0,H,0
04/02/18,1718,Barcelona,Espanol,Away,2,1,1,D,0
04/03/06,506,Barcelona,La Coruna,Home,7,3,2,H,0
04/03/17,1617,Barcelona,Celta,Home,9,5,0,H,0
04/03/18,1718,Barcelona,Ath Madrid,Home,5,1,0,H,0
04/04/09,809,Barcelona,Valladolid,Away,4,1,0,A,0
04/04/2026,2526,Barcelona,Ath Madrid,Away,8,2,1,A,0
04/05/08,708,Barcelona,Valencia,Home,12,6,0,H,0
04/05/10,910,Barcelona,Tenerife,Home,8,4,1,H,0
04/05/2019,1819,Barcelona,Celta,Away,1,0,2,H,0
04/05/2024,2324,Barcelona,Girona,Away,7,2,4,H,0
04/06/2023,2223,Barcelona,Celta,Away,2,1,2,H,0
04/10/08,809,Barcelona,Ath Madrid,Home,8,6,1,H,0
04/10/14,1415,Barcelona,Vallecano,Away,7,2,0,A,0
04/10/2020,2021,Barcelona,Sevilla,Home,5,1,1,D,0
04/11/06,607,Barcelona,La Coruna,Away,2,1,1,D,0
04/11/07,708,Barcelona,Betis,Home,7,3,0,H,0
04/11/17,1718,Barcelona,Sevilla,Home,6,2,1,H,0
04/11/2023,2324,Barcelona,Sociedad,Away,4,1,0,A,0
04/12/05,506,Barcelona,Villarreal,Away,4,2,0,A,1
04/12/10,1011,Barcelona,Osasuna,Away,8,3,0,A,0
04/12/2021,2122,Barcelona,Betis,Home,3,0,1,A,0
05/01/08,708,Barcelona,Mallorca,Away,4,2,0,A,0
05/01/14,1314,Barcelona,Elche,Home,6,4,0,H,0
05/02/06,506,Barcelona,Ath Madrid,Home,6,1,3,A,0
05/02/11,1011,Barcelona,Ath Madrid,Home,8,3,0,H,0
05/02/2023,2223,Barcelona,Sevilla,Home,7,3,0,H,0
05/03/11,1011,Barcelona,Zaragoza,Home,12,1,0,H,0
05/03/2023,2223,Barcelona,Valencia,Home,4,1,0,H,1
05/04/14,1314,Barcelona,Betis,Home,4,3,1,H,0
05/04/15,1415,Barcelona,Celta,Away,3,1,0,A,0
05/04/17,1617,Barcelona,Sevilla,Home,7,3,0,H,0
05/04/2021,2021,Barcelona,Valladolid,Home,10,1,0,H,0
05/04/2025,2425,Barcelona,Betis,Home,5,1,1,D,0
05/05/07,607,Barcelona,Sociedad,Away,6,2,0,A,0
05/05/12,1112,Barcelona,Espanol,Home,6,4,0,H,0
05/05/13,1213,Barcelona,Betis,Home,10,4,2,H,0
05/07/2020,1920,Barcelona,Villarreal,Away,12,4,1,A,0
05/10/13,1314,Barcelona,Valladolid,Home,8,4,1,H,0
05/10/2025,2526,Barcelona,Sevilla,Away,8,1,4,H,0
05/11/2022,2223,Barcelona,Almeria,Home,13,2,0,H,0
05/12/09,910,Barcelona,La Coruna,Away,9,3,1,A,0
05/12/15,1516,Barcelona,Valencia,Away,5,1,1,D,0
05/12/2020,2021,Barcelona,Cadiz,Away,8,1,2,H,0
06/01/13,1213,Barcelona,Espanol,Home,8,4,0,H,0
06/01/2019,1819,Barcelona,Getafe,Away,8,2,1,A,0
06/01/2021,2021,Barcelona,Ath Bilbao,Away,9,3,2,A,0
06/02/10,910,Barcelona,Getafe,Home,8,2,1,H,2
06/02/2022,2122,Barcelona,Ath Madrid,Home,4,4,2,H,1
06/03/10,910,Barcelona,Almeria,Away,8,2,2,D,1
06/03/16,1516,Barcelona,Eibar,Away,7,4,0,A,0
06/03/2021,2021,Barcelona,Osasuna,Away,6,2,0,A,0
06/03/2022,2122,Barcelona,Elche,Away,9,2,1,A,0
06/04/08,708,Barcelona,Getafe,Home,2,0,0,D,0
06/04/13,1213,Barcelona,Mallorca,Home,9,5,0,H,0
06/04/2019,1819,Barcelona,Ath Madrid,Home,10,2,0,H,0
06/05/06,506,Barcelona,Espanol,Home,5,2,0,H,0
06/05/17,1617,Barcelona,Villarreal,Home,8,4,1,H,0
06/05/18,1718,Barcelona,Real Madrid,Home,4,2,2,D,1
06/10/2019,1920,Barcelona,Sevilla,Home,8,4,0,H,2
06/10/2024,2425,Barcelona,Alaves,Away,8,3,0,A,0
06/11/05,506,Barcelona,Getafe,Away,7,3,1,A,0
06/11/11,1112,Barcelona,Ath Bilbao,Away,9,2,2,D,0
06/11/16,1617,Barcelona,Sevilla,Away,7,2,1,A,0
06/11/2021,2122,Barcelona,Celta,Away,6,3,3,D,0
06/12/08,809,Barcelona,Valencia,Home,7,4,0,H,0
06/12/2025,2526,Barcelona,Betis,Away,8,5,3,A,0
07/01/06,506,Barcelona,Espanol,Away,7,2,1,A,0
07/01/07,607,Barcelona,Getafe,Away,3,1,1,D,0
07/01/18,1718,Barcelona,Levante,Home,8,3,0,H,0
07/02/16,1516,Barcelona,Levante,Away,4,2,0,A,0
07/02/2021,2021,Barcelona,Betis,Away,4,3,2,A,0
07/02/2026,2526,Barcelona,Mallorca,Home,7,3,0,H,0
07/03/09,809,Barcelona,Ath Bilbao,Home,10,2,0,H,0
07/03/2020,1920,Barcelona,Sociedad,Home,6,1,0,H,0
07/03/2026,2526,Barcelona,Ath Bilbao,Away,2,1,0,A,0
07/04/07,607,Barcelona,Zaragoza,Away,4,0,1,H,0
07/04/12,1112,Barcelona,Zaragoza,Away,7,4,1,A,0
07/04/18,1718,Barcelona,Leganes,Home,6,3,1,H,0
07/05/08,708,Barcelona,Real Madrid,Away,4,1,4,H,1
07/05/2022,2122,Barcelona,Betis,Away,5,2,1,A,0
07/10/07,708,Barcelona,Ath Madrid,Home,10,3,0,H,0
07/10/12,1213,Barcelona,Real Madrid,Home,2,2,2,D,0
07/10/2018,1819,Barcelona,Valencia,Away,5,1,1,D,0
07/11/09,910,Barcelona,Mallorca,Home,10,4,2,H,0
07/11/10,1011,Barcelona,Getafe,Away,8,3,1,A,1
07/11/2020,2021,Barcelona,Betis,Home,9,5,2,H,0
07/12/14,1415,Barcelona,Espanol,Home,7,5,1,H,0
07/12/2019,1920,Barcelona,Mallorca,Home,17,5,2,H,0
07/12/2024,2425,Barcelona,Betis,Away,3,2,2,D,0
08/01/11,1011,Barcelona,La Coruna,Away,5,4,0,A,0
08/01/12,1112,Barcelona,Espanol,Away,3,1,1,D,0
08/01/17,1617,Barcelona,Villarreal,Away,7,1,1,D,0
08/01/2022,2122,Barcelona,Granada,Away,1,1,1,D,1
08/01/2023,2223,Barcelona,Ath Madrid,Away,2,1,0,A,1
08/02/09,809,Barcelona,Sp Gijon,Home,7,3,1,H,0
08/02/15,1415,Barcelona,Ath Bilbao,Away,11,5,2,A,0
08/03/14,1314,Barcelona,Valladolid,Away,6,0,1,H,0
08/03/15,1415,Barcelona,Vallecano,Home,12,6,1,H,1
08/03/2024,2324,Barcelona,Mallorca,Home,6,1,0,H,0
08/04/15,1415,Barcelona,Almeria,Home,12,4,0,H,0
08/04/17,1617,Barcelona,Malaga,Away,3,0,2,H,1
08/05/10,910,Barcelona,Sevilla,Away,7,3,2,A,0
08/05/11,1011,Barcelona,Espanol,Home,6,2,0,H,0
08/05/16,1516,Barcelona,Espanol,Home,7,5,0,H,0
08/05/2021,2021,Barcelona,Ath Madrid,Home,7,0,0,D,0
08/07/2020,1920,Barcelona,Espanol,Home,2,1,0,H,1
08/10/2023,2324,Barcelona,Granada,Away,10,2,2,D,0
08/11/08,809,Barcelona,Valladolid,Home,13,6,0,H,0
08/11/14,1415,Barcelona,Almeria,Away,6,2,1,A,0
08/11/15,1516,Barcelona,Villarreal,Home,9,3,0,H,0
08/11/2022,2223,Barcelona,Osasuna,Away,3,2,1,A,2
08/12/2018,1819,Barcelona,Espanol,Away,9,4,0,A,0
09/01/16,1516,Barcelona,Granada,Home,8,4,0,H,0
09/01/2021,2021,Barcelona,Granada,Away,4,4,0,A,0
09/02/08,708,Barcelona,Sevilla,Away,5,1,1,D,0
09/02/14,1314,Barcelona,Sevilla,Away,5,4,1,A,0
09/02/2020,1920,Barcelona,Betis,Away,6,3,2,A,1
09/02/2025,2425,Barcelona,Sevilla,Away,6,4,1,A,1
09/03/08,708,Barcelona,Villarreal,Home,4,1,2,A,0
09/03/13,1213,Barcelona,La Coruna,Home,7,2,0,H,0
09/03/2019,1819,Barcelona,Vallecano,Home,6,3,1,H,0
09/04/06,506,Barcelona,Santander,Away,3,2,2,D,1
09/04/11,1011,Barcelona,Almeria,Home,4,3,1,H,0
09/04/16,1516,Barcelona,Sociedad,Away,6,0,1,H,0
09/05/15,1415,Barcelona,Sociedad,Home,8,2,0,H,0
09/05/18,1718,Barcelona,Villarreal,Home,6,5,1,H,0
09/06/07,607,Barcelona,Espanol,Home,6,2,2,D,0
09/09/06,607,Barcelona,Osasuna,Home,6,3,0,H,0
09/09/17,1718,Barcelona,Espanol,Home,9,5,0,H,0
09/10/2022,2223,Barcelona,Celta,Home,5,1,0,H,0
09/11/2019,1920,Barcelona,Celta,Home,7,4,1,H,0
09/11/2025,2526,Barcelona,Celta,Away,9,4,2,A,1
09/12/06,607,Barcelona,Sociedad,Home,5,1,0,H,1
09/12/07,708,Barcelona,La Coruna,Home,12,2,1,H,0
09/12/12,1213,Barcelona,Betis,Away,8,2,1,A,0
10/01/10,910,Barcelona,Tenerife,Away,5,5,0,A,0
10/02/13,1213,Barcelona,Getafe,Home,9,6,1,H,0
10/02/2019,1819,Barcelona,Ath Bilbao,Away,2,0,0,D,0
10/03/07,607,Barcelona,Real Madrid,Home,9,3,3,D,1
10/03/18,1718,Barcelona,Malaga,Away,9,2,0,A,0
10/04/10,910,Barcelona,Real Madrid,Away,4,2,0,A,0
10/04/12,1112,Barcelona,Getafe,Home,7,4,0,H,0
10/04/2021,2021,Barcelona,Real Madrid,Away,4,1,2,H,0
10/04/2022,2122,Barcelona,Levante,Away,7,3,2,A,0
10/04/2023,2223,Barcelona,Girona,Home,3,0,0,D,0
10/05/09,809,Barcelona,Villarreal,Home,3,3,3,D,1
10/05/2022,2122,Barcelona,Celta,Home,4,3,1,H,0
10/05/2026,2526,Barcelona,Real Madrid,Home,7,2,0,H,0
10/09/11,1112,Barcelona,Sociedad,Away,6,2,2,D,0
10/09/16,1617,Barcelona,Alaves,Home,2,1,2,A,0
10/09/2022,2223,Barcelona,Cadiz,Away,8,4,0,A,0
10/11/07,708,Barcelona,Getafe,Away,2,0,2,H,1
10/11/13,1314,Barcelona,Betis,Away,8,4,1,A,0
10/11/2024,2425,Barcelona,Sociedad,Away,0,0,1,H,0
10/12/11,1112,Barcelona,Real Madrid,Away,7,3,1,A,0
10/12/16,1617,Barcelona,Osasuna,Away,6,3,0,A,0
