MatchDate,Season,Team,Opponent,Venue,Shots,GoalsFor,GoalsAgainst,Result,RedCard
03/03/2019,1819,Sociedad,Ath Madrid,Home,3,0,2,A,0
03/03/2023,2223,Sociedad,Cadiz,Home,3,0,0,D,0
03/04/11,1011,Sociedad,Hercules,Home,5,1,3,A,0
03/04/16,1516,Sociedad,Sevilla,Away,2,2,1,A,1
03/05/06,506,Sociedad,Cadiz,Away,4,2,2,D,0
03/09/2022,2223,Sociedad,Ath Madrid,Home,5,1,1,D,0
03/10/15,1516,Sociedad,Malaga,Away,5,1,3,H,0
03/10/2020,2021,Sociedad,Getafe,Home,6,3,0,H,0
03/10/2021,2122,Sociedad,Getafe,Away,5,1,1,D,0
03/11/2019,1920,Sociedad,Granada,Away,5,2,1,A,0
03/11/2024,2425,Sociedad,Sevilla,Away,3,2,0,A,0
03/12/06,607,Sociedad,Getafe,Home,2,0,0,D,0
04/01/15,1415,Sociedad,Barcelona,Home,1,1,0,H,0
04/01/2026,2526,Sociedad,Ath Madrid,Home,8,1,1,D,0
04/02/07,607,Sociedad,Sevilla,Away,4,0,0,D,0
04/02/12,1112,Sociedad,Barcelona,Away,5,1,2,H,0
04/03/07,607,Sociedad,Zaragoza,Away,5,2,3,H,0
04/03/12,1112,Sociedad,Ath Bilbao,Away,4,0,2,H,0
04/03/18,1718,Sociedad,Alaves,Home,5,2,1,H,0
04/04/15,1415,Sociedad,Malaga,Away,3,1,1,D,0
04/04/17,1617,Sociedad,Ath Madrid,Away,1,0,1,H,0
04/04/2019,1819,Sociedad,Betis,Home,7,2,1,H,0
04/04/2022,2122,Sociedad,Espanol,Home,6,1,0,H,0
04/04/2026,2526,Sociedad,Levante,Home,5,2,0,H,0
04/05/18,1718,Sociedad,Sevilla,Away,1,0,1,H,0
04/05/2019,1819,Sociedad,Alaves,Away,2,1,0,A,0
04/05/2024,2324,Sociedad,Las Palmas,Home,4,2,0,H,0
04/05/2025,2425,Sociedad,Ath Bilbao,Home,3,0,0,D,0
04/05/2026,2526,Sociedad,Sevilla,Away,0,0,1,H,0
04/06/2023,2223,Sociedad,Sevilla,Home,6,2,1,H,0
04/11/06,607,Sociedad,Levante,Away,3,0,2,H,0
04/11/12,1213,Sociedad,Espanol,Home,8,0,1,A,0
04/11/2018,1819,Sociedad,Sevilla,Home,1,0,0,D,0
04/11/2023,2324,Sociedad,Barcelona,Home,6,0,1,A,0
04/12/05,506,Sociedad,Santander,Away,9,2,2,D,1
04/12/11,1112,Sociedad,Malaga,Home,4,3,2,H,0
04/12/2021,2122,Sociedad,Real Madrid,Home,0,0,2,A,0
05/01/14,1314,Sociedad,Ath Bilbao,Home,4,2,0,H,0
05/01/2020,1920,Sociedad,Villarreal,Home,2,1,2,A,0
05/02/06,506,Sociedad,Mallorca,Home,5,2,1,H,0
05/02/17,1617,Sociedad,Osasuna,Home,6,3,2,H,0
05/02/2023,2223,Sociedad,Valladolid,Home,4,0,1,A,0
05/03/06,506,Sociedad,Zaragoza,Home,1,1,3,A,0
05/03/2022,2122,Sociedad,Real Madrid,Away,1,1,4,H,0
05/04/14,1314,Sociedad,Real Madrid,Home,4,0,4,A,0
05/05/07,607,Sociedad,Barcelona,Home,1,0,2,A,0
05/05/12,1112,Sociedad,Osasuna,Away,3,0,1,H,0
05/05/14,1314,Sociedad,Granada,Home,6,1,1,D,1
05/05/17,1617,Sociedad,Sevilla,Away,3,1,1,D,1
05/10/13,1314,Sociedad,Vallecano,Away,6,0,1,H,0
05/10/14,1415,Sociedad,Espanol,Away,4,0,2,H,0
05/10/2018,1819,Sociedad,Ath Bilbao,Away,3,3,1,A,0
05/10/2025,2526,Sociedad,Vallecano,Home,3,0,1,A,0
05/11/05,506,Sociedad,Osasuna,Home,5,1,2,A,0
05/11/16,1617,Sociedad,Ath Madrid,Home,3,2,0,H,0
05/11/17,1718,Sociedad,Eibar,Home,6,3,1,H,0
05/12/10,1011,Sociedad,Ath Bilbao,Home,2,2,0,H,0
05/12/16,1617,Sociedad,La Coruna,Away,3,1,5,H,0
06/01/07,607,Sociedad,Osasuna,Home,4,2,1,H,0
06/01/13,1213,Sociedad,Real Madrid,Away,5,3,4,H,1
06/01/2019,1819,Sociedad,Real Madrid,Away,4,2,0,A,0
06/02/11,1011,Sociedad,Real Madrid,Away,4,1,4,H,0
06/02/2022,2122,Sociedad,Valencia,Away,2,0,0,D,0
06/03/16,1516,Sociedad,Levante,Home,3,1,1,D,0
06/04/13,1213,Sociedad,Malaga,Home,5,4,2,H,0
06/04/2025,2425,Sociedad,Las Palmas,Away,8,3,1,A,0
06/05/13,1213,Sociedad,Getafe,Away,4,1,2,H,0
06/05/2022,2122,Sociedad,Levante,Away,6,1,2,H,0
06/07/2020,1920,Sociedad,Levante,Away,3,1,1,D,0
06/10/12,1213,Sociedad,Betis,Away,5,0,2,H,0
06/10/2019,1920,Sociedad,Getafe,Home,3,1,2,A,1
06/10/2024,2425,Sociedad,Ath Madrid,Home,8,1,1,D,0
06/11/10,1011,Sociedad,Santander,Home,4,1,0,H,0
06/11/11,1112,Sociedad,Vallecano,Away,3,0,4,H,1
06/11/15,1516,Sociedad,Las Palmas,Away,6,0,2,H,0
06/11/2022,2223,Sociedad,Valencia,Home,4,1,1,D,1
06/12/15,1516,Sociedad,Eibar,Home,7,2,1,H,0
06/12/2020,2021,Sociedad,Alaves,Away,5,0,0,D,0
06/12/2025,2526,Sociedad,Alaves,Away,1,0,1,H,0
07/01/12,1112,Sociedad,Osasuna,Home,6,0,0,D,0
07/01/17,1617,Sociedad,Sevilla,Home,5,0,4,A,0
07/01/18,1718,Sociedad,Leganes,Away,5,0,1,H,0
07/02/15,1415,Sociedad,Celta,Home,3,1,1,D,0
07/02/2021,2021,Sociedad,Cadiz,Home,6,4,1,H,0
07/02/2026,2526,Sociedad,Elche,Home,3,3,1,H,0
07/03/11,1011,Sociedad,La Coruna,Away,2,1,2,H,0
07/03/2020,1920,Sociedad,Barcelona,Away,1,0,1,H,0
07/03/2021,2021,Sociedad,Levante,Home,8,1,0,H,0
07/03/2026,2526,Sociedad,Ath Madrid,Away,3,2,3,H,0
07/04/12,1112,Sociedad,Espanol,Away,4,2,2,D,1
07/04/15,1415,Sociedad,Ath Madrid,Away,2,0,2,H,0
07/04/2019,1819,Sociedad,Celta,Away,7,1,3,H,1
07/04/2021,2021,Sociedad,Ath Bilbao,Home,2,1,1,D,0
07/05/06,506,Sociedad,Celta,Home,7,2,2,D,0
07/05/11,1011,Sociedad,Valencia,Away,1,0,3,H,0
07/05/2021,2021,Sociedad,Elche,Home,3,2,0,H,0
07/11/2021,2122,Sociedad,Osasuna,Away,4,2,0,A,0
07/11/2025,2526,Sociedad,Elche,Away,5,1,1,D,0
07/12/14,1415,Sociedad,Villarreal,Away,2,0,4,H,0
08/01/06,506,Sociedad,Celta,Away,1,0,1,H,0
08/01/11,1011,Sociedad,Sevilla,Home,8,2,3,A,0
08/01/2022,2122,Sociedad,Celta,Home,3,1,0,H,0
08/01/2023,2223,Sociedad,Almeria,Away,6,2,0,A,0
08/02/16,1516,Sociedad,Espanol,Away,6,5,0,A,0
08/03/15,1415,Sociedad,Espanol,Home,4,1,0,H,0
08/04/06,506,Sociedad,Real Madrid,Away,8,1,1,D,0
08/04/07,607,Sociedad,Espanol,Away,1,0,1,H,0
08/04/18,1718,Sociedad,Girona,Home,7,5,0,H,0
08/04/2023,2223,Sociedad,Getafe,Home,6,2,0,H,0
08/05/16,1516,Sociedad,Vallecano,Home,6,2,1,H,1
08/10/2023,2324,Sociedad,Ath Madrid,Away,4,1,2,H,0
08/11/2019,1920,Sociedad,Leganes,Home,5,1,1,D,0
08/11/2020,2021,Sociedad,Granada,Home,9,2,0,H,1
08/12/12,1213,Sociedad,Getafe,Home,3,1,1,D,0
08/12/2019,1920,Sociedad,Valladolid,Away,2,0,0,D,0
08/12/2024,2425,Sociedad,Leganes,Away,5,3,0,A,0
09/01/2021,2021,Sociedad,Sevilla,Away,4,2,3,H,0
09/01/2026,2526,Sociedad,Getafe,Away,5,2,1,A,0
09/02/14,1314,Sociedad,Levante,Home,6,0,0,D,0
09/02/2020,1920,Sociedad,Ath Bilbao,Home,4,2,1,H,0
09/02/2025,2425,Sociedad,Espanol,Home,3,2,1,H,0
09/03/2024,2324,Sociedad,Granada,Away,8,3,2,A,0
09/03/2025,2425,Sociedad,Sevilla,Home,2,0,1,A,0
09/04/16,1516,Sociedad,Barcelona,Home,1,1,0,H,0
09/05/15,1415,Sociedad,Barcelona,Away,1,0,2,H,0
09/05/2026,2526,Sociedad,Betis,Home,6,2,2,D,0
09/06/07,607,Sociedad,Santander,Home,3,0,0,D,0
09/09/16,1617,Sociedad,Espanol,Home,3,1,1,D,0
09/10/2022,2223,Sociedad,Villarreal,Home,5,1,0,H,0
09/11/13,1314,Sociedad,Real Madrid,Away,3,1,5,H,0
09/11/14,1415,Sociedad,Ath Madrid,Home,5,2,1,H,0
09/11/2018,1819,Sociedad,Levante,Away,4,3,1,A,0
09/11/2022,2223,Sociedad,Sevilla,Away,9,2,1,A,0
09/12/06,607,Sociedad,Barcelona,Away,2,0,1,H,0
09/12/2018,1819,Sociedad,Valladolid,Home,5,1,2,A,0
09/12/2023,2324,Sociedad,Villarreal,Away,5,3,0,A,0
10/01/16,1516,Sociedad,Valencia,Home,7,2,0,H,0
10/02/07,607,Sociedad,Real Madrid,Home,4,1,2,A,0
10/02/13,1213,Sociedad,Zaragoza,Away,7,2,1,A,0
10/02/17,1617,Sociedad,Espanol,Away,5,2,1,A,0
10/02/18,1718,Sociedad,Real Madrid,Away,3,2,5,H,0
10/02/2019,1819,Sociedad,Valencia,Away,1,0,0,D,0
10/02/2024,2324,Sociedad,Osasuna,Home,3,0,1,A,0
10/03/12,1112,Sociedad,Zaragoza,Home,7,3,0,H,0
10/03/13,1213,Sociedad,Ath Madrid,Away,3,1,0,A,0
10/03/14,1314,Sociedad,Vallecano,Home,6,2,3,A,0
10/03/2019,1819,Sociedad,Sevilla,Away,2,2,5,H,0
10/03/2020,1920,Sociedad,Eibar,Away,2,2,1,A,0
10/04/11,1011,Sociedad,Ath Madrid,Away,4,0,3,H,0
10/04/12,1112,Sociedad,Betis,Home,4,1,1,D,0
10/04/17,1617,Sociedad,Sp Gijon,Home,7,3,1,H,0
10/04/2022,2122,Sociedad,Elche,Away,6,2,1,A,0
10/05/2025,2425,Sociedad,Ath Madrid,Away,1,0,4,H,0
10/07/2020,1920,Sociedad,Granada,Home,5,2,3,A,0
10/09/06,607,Sociedad,Sevilla,Home,2,1,3,A,0
10/09/11,1112,Sociedad,Barcelona,Home,4,2,2,D,0
10/09/17,1718,Sociedad,La Coruna,Away,4,4,2,A,0
10/11/12,1213,Sociedad,Malaga,Away,4,2,1,A,0
10/11/2024,2425,Sociedad,Barcelona,Home,6,1,0,H,0
10/12/05,506,Sociedad,Villarreal,Home,6,1,3,A,0
10/12/16,1617,Sociedad,Valencia,Home,6,3,2,H,0
10/12/17,1718,Sociedad,Malaga,Home,2,0,2,A,0
11/01/15,1415,Sociedad,Granada,Away,5,1,1,D,0
11/03/06,506,Sociedad,La Coruna,Away,1,1,0,A,0
11/03/07,607,Sociedad,Mallorca,Home,8,3,1,H,1
11/03/18,1718,Sociedad,Espanol,Away,5,1,2,H,0
11/04/2021,2021,Sociedad,Valencia,Away,5,2,2,D,0
11/04/2026,2526,Sociedad,Alaves,Home,4,3,3,D,1
11/05/11,1011,Sociedad,Zaragoza,Home,4,2,1,H,0
11/05/14,1314,Sociedad,Ath Bilbao,Away,5,1,1,D,0
11/09/05,506,Sociedad,Alaves,Home,5,2,1,H,0
11/09/2022,2223,Sociedad,Getafe,Away,6,1,2,H,0
11/11/2023,2324,Sociedad,Almeria,Away,6,3,1,A,0
11/12/11,1112,Sociedad,Villarreal,Away,2,1,1,D,1
11/12/15,1516,Sociedad,Getafe,Away,6,1,1,D,0
12/02/06,506,Sociedad,Ath Madrid,Away,4,0,1,H,1
12/03/16,1516,Sociedad,Celta,Away,6,0,1,H,0
12/03/17,1617,Sociedad,Ath Bilbao,Home,4,0,2,A,0
12/03/2023,2223,Sociedad,Mallorca,Away,2,1,1,D,1
12/04/14,1314,Sociedad,Celta,Away,5,2,2,D,0
12/04/15,1415,Sociedad,La Coruna,Home,4,2,2,D,0
12/04/2025,2425,Sociedad,Mallorca,Home,4,0,2,A,0
12/05/12,1112,Sociedad,Valencia,Home,6,1,0,H,0
12/05/18,1718,Sociedad,Leganes,Home,6,3,2,H,0
12/05/2019,1819,Sociedad,Real Madrid,Home,7,3,1,H,0
12/05/2021,2021,Sociedad,Ath Madrid,Away,7,1,2,H,0
12/05/2022,2122,Sociedad,Cadiz,Home,7,3,0,H,0
12/08/2023,2324,Sociedad,Girona,Home,2,1,1,D,0
12/09/15,1516,Sociedad,Betis,Away,3,0,1,H,0
12/09/2021,2122,Sociedad,Cadiz,Away,4,2,0,A,0
12/11/06,607,Sociedad,Espanol,Home,3,1,1,D,0
12/12/10,1011,Sociedad,Barcelona,Away,0,0,5,H,0
12/12/2021,2122,Sociedad,Betis,Away,5,0,4,H,0
12/12/2025,2526,Sociedad,Girona,Home,4,1,2,A,0
13/01/13,1213,Sociedad,La Coruna,Home,2,1,1,D,0
13/01/14,1314,Sociedad,Villarreal,Away,4,1,5,H,0
13/01/2024,2324,Sociedad,Ath Bilbao,Away,1,1,2,H,0
13/01/2025,2425,Sociedad,Villarreal,Home,3,1,0,H,0
13/02/11,1011,Sociedad,Osasuna,Home,9,1,0,H,0
13/02/12,1112,Sociedad,Sevilla,Home,6,2,0,H,0
13/02/15,1415,Sociedad,Almeria,Away,3,2,2,D,0
13/02/2022,2122,Sociedad,Granada,Home,8,2,0,H,0
13/02/2023,2223,Sociedad,Espanol,Away,5,3,2,A,0
13/03/11,1011,Sociedad,Malaga,Home,5,0,2,A,0
13/03/2022,2122,Sociedad,Alaves,Home,6,1,0,H,0
13/05/06,506,Sociedad,Espanol,Away,3,0,1,H,0
13/05/07,607,Sociedad,Gimnastic,Away,7,3,1,A,0
13/05/13,1213,Sociedad,Granada,Home,4,2,2,D,0
13/05/16,1516,Sociedad,Valencia,Away,7,1,0,A,0
13/05/2023,2223,Sociedad,Girona,Home,6,2,2,D,0
13/05/2024,2324,Sociedad,Barcelona,Away,3,0,2,H,0
13/05/2025,2425,Sociedad,Celta,Home,5,0,1,A,0
13/07/2020,1920,Sociedad,Villarreal,Away,6,2,1,A,0
13/09/10,1011,Sociedad,Almeria,Away,6,2,2,D,0
13/09/14,1415,Sociedad,Celta,Away,5,2,2,D,0
13/09/2020,2021,Sociedad,Valladolid,Away,2,1,1,D,0
13/09/2025,2526,Sociedad,Real Madrid,Home,4,1,2,A,0
13/12/2020,2021,Sociedad,Eibar,Home,2,1,1,D,0
14/01/07,607,Sociedad,Santander,Away,2,0,1,H,0
14/01/12,1112,Sociedad,Valencia,Away,2,1,0,A,0
14/01/18,1718,Sociedad,Barcelona,Home,6,2,4,A,0
14/01/2019,1819,Sociedad,Espanol,Home,4,3,2,H,1
14/01/2023,2223,Sociedad,Ath Bilbao,Home,5,3,1,H,0
14/02/16,1516,Sociedad,Granada,Home,6,3,0,H,0
14/02/2021,2021,Sociedad,Getafe,Away,2,1,0,A,0
14/02/2026,2526,Sociedad,Real Madrid,Away,3,1,4,H,0
14/03/2021,2021,Sociedad,Granada,Away,1,0,1,H,0
14/04/07,607,Sociedad,Betis,Away,1,1,0,A,0
14/04/13,1213,Sociedad,Vallecano,Away,5,2,0,A,0
14/04/18,1718,Sociedad,Las Palmas,Away,11,1,0,A,0
14/04/2019,1819,Sociedad,Eibar,Home,2,1,1,D,0
14/04/2024,2324,Sociedad,Almeria,Home,4,2,2,D,1
14/05/17,1617,Sociedad,Malaga,Home,5,2,2,D,0
14/05/2026,2526,Sociedad,Girona,Away,2,1,1,D,0
14/06/2020,1920,Sociedad,Osasuna,Home,4,1,1,D,0
14/08/2022,2223,Sociedad,Cadiz,Away,7,1,0,A,0
14/09/13,1314,Sociedad,Levante,Away,3,0,0,D,0
14/09/2019,1920,Sociedad,Ath Madrid,Home,5,2,0,H,0
14/09/2024,2425,Sociedad,Real Madrid,Home,2,0,2,A,0
14/10/17,1718,Sociedad,Alaves,Away,6,2,0,A,0
14/11/10,1011,Sociedad,Hercules,Away,1,1,2,H,0
14/12/14,1415,Sociedad,Ath Bilbao,Home,4,1,1,D,0
14/12/2019,1920,Sociedad,Barcelona,Home,5,2,2,D,0
15/01/06,506,Sociedad,Espanol,Home,2,0,1,A,0
15/01/11,1011,Sociedad,Getafe,Away,4,4,0,A,0
15/03/2019,1819,Sociedad,Levante,Home,7,1,1,D,0
15/03/2024,2324,Sociedad,Cadiz,Home,6,2,0,H,0
15/03/2026,2526,Sociedad,Osasuna,Home,6,3,1,H,0
15/04/06,506,Sociedad,Santander,Home,1,1,0,H,0
15/04/12,1112,Sociedad,Malaga,Away,2,1,1,D,1
15/04/17,1617,Sociedad,Barcelona,Away,7,2,3,H,0
15/04/2022,2122,Sociedad,Betis,Home,2,0,0,D,1
15/04/2023,2223,Sociedad,Ath Bilbao,Away,4,0,2,H,0
15/05/11,1011,Sociedad,Sevilla,Away,1,1,3,H,0
15/05/2022,2122,Sociedad,Villarreal,Away,6,2,1,A,0
15/08/2021,2122,Sociedad,Barcelona,Away,3,2,4,H,0
15/09/2018,1819,Sociedad,Barcelona,Home,5,1,2,A,0
15/10/06,607,Sociedad,Zaragoza,Home,3,1,3,A,1
15/12/12,1213,Sociedad,Granada,Away,3,0,0,D,0
15/12/13,1314,Sociedad,Betis,Home,9,5,1,H,0
15/12/2018,1819,Sociedad,Getafe,Away,4,0,1,H,0
15/12/2024,2425,Sociedad,Las Palmas,Home,4,0,0,D,0
16/01/16,1516,Sociedad,La Coruna,Home,6,1,1,D,0
16/01/17,1617,Sociedad,Malaga,Away,5,2,0,A,0
16/02/2019,1819,Sociedad,Leganes,Home,6,3,0,H,0
16/02/2025,2425,Sociedad,Betis,Away,1,0,3,H,2
16/03/13,1213,Sociedad,Valladolid,Home,10,4,1,H,0
16/03/14,1314,Sociedad,Valencia,Home,2,1,0,H,0
16/03/15,1415,Sociedad,Getafe,Away,4,1,0,A,0
16/03/2025,2425,Sociedad,Vallecano,Away,4,2,2,D,0
16/04/16,1516,Sociedad,Eibar,Away,4,1,2,H,0
16/05/2021,2021,Sociedad,Valladolid,Home,8,4,1,H,0
16/05/2024,2324,Sociedad,Valencia,Home,5,1,0,H,0
16/07/2020,1920,Sociedad,Sevilla,Home,4,0,0,D,0
16/08/2025,2526,Sociedad,Valencia,Away,3,1,1,D,0
16/09/12,1213,Sociedad,Zaragoza,Home,3,2,0,H,0
16/10/05,506,Sociedad,Zaragoza,Away,3,1,0,A,1
16/10/11,1112,Sociedad,Zaragoza,Away,2,0,2,H,0
16/10/16,1617,Sociedad,Ath Bilbao,Away,3,2,3,H,0
16/10/2021,2122,Sociedad,Mallorca,Home,2,1,0,H,1
16/10/2022,2223,Sociedad,Celta,Away,6,2,1,A,0
16/12/17,1718,Sociedad,Ath Bilbao,Away,2,0,0,D,0
16/12/2020,2021,Sociedad,Barcelona,Away,5,1,2,H,0
17/01/15,1415,Sociedad,Vallecano,Home,2,0,1,A,0
17/02/13,1213,Sociedad,Levante,Home,5,1,1,D,0
17/02/14,1314,Sociedad,Malaga,Away,3,1,0,A,0
17/03/12,1112,Sociedad,Getafe,Away,5,0,1,H,0
17/03/18,1718,Sociedad,Getafe,Home,2,1,2,A,0
17/04/11,1011,Sociedad,Sp Gijon,Home,4,2,1,H,0
17/05/15,1415,Sociedad,Granada,Home,1,0,3,A,0
17/05/2026,2526,Sociedad,Valencia,Home,3,3,4,A,0
17/06/07,607,Sociedad,Valencia,Away,3,3,3,D,0
17/08/13,1314,Sociedad,Getafe,Home,6,2,0,H,0
17/08/2019,1920,Sociedad,Valencia,Away,3,1,1,D,0
17/09/05,506,Sociedad,Mallorca,Away,4,2,5,H,0
17/09/06,607,Sociedad,Real Madrid,Away,2,0,2,H,1
17/09/11,1112,Sociedad,Sevilla,Away,1,0,1,H,0
17/09/17,1718,Sociedad,Real Madrid,Home,5,1,3,A,0
17/09/2023,2324,Sociedad,Real Madrid,Away,5,1,2,H,0
17/09/2024,2425,Sociedad,Mallorca,Away,4,0,1,H,0
17/10/10,1011,Sociedad,Levante,Away,5,1,2,H,0
17/11/17,1718,Sociedad,Girona,Away,5,1,1,D,0
17/12/06,607,Sociedad,Gimnastic,Home,4,3,2,H,0
17/12/16,1617,Sociedad,Granada,Away,6,2,0,A,0
17/12/2023,2324,Sociedad,Betis,Home,4,0,0,D,0
18/01/2026,2526,Sociedad,Barcelona,Home,6,2,1,H,1
18/02/07,607,Sociedad,Recreativo,Away,3,0,1,H,0
18/02/18,1718,Sociedad,Levante,Home,3,3,0,H,0
18/02/2023,2223,Sociedad,Celta,Home,3,1,1,D,0
18/02/2024,2324,Sociedad,Mallorca,Away,5,2,1,A,0
18/03/06,506,Sociedad,Barcelona,Home,5,0,2,A,0
18/03/07,607,Sociedad,Villarreal,Away,4,1,1,D,0
18/03/17,1617,Sociedad,Alaves,Away,2,0,1,H,1
18/04/2021,2021,Sociedad,Sevilla,Home,2,1,2,A,0
18/05/13,1213,Sociedad,Sevilla,Away,6,2,1,A,0
18/05/14,1314,Sociedad,Villarreal,Home,3,1,2,A,0
18/05/2019,1819,Sociedad,Espanol,Away,2,0,2,H,0
18/05/2025,2425,Sociedad,Girona,Home,9,3,2,H,0
18/06/2020,1920,Sociedad,Alaves,Away,1,0,2,H,1
18/08/2018,1819,Sociedad,Villarreal,Away,4,2,1,A,0
18/08/2024,2425,Sociedad,Vallecano,Home,5,1,2,A,0
18/09/10,1011,Sociedad,Real Madrid,Home,1,1,2,A,0
18/09/16,1617,Sociedad,Villarreal,Away,2,1,2,H,1
18/09/2022,2223,Sociedad,Espanol,Home,6,2,1,H,0
18/10/15,1516,Sociedad,Ath Madrid,Home,1,0,2,A,2
18/10/2020,2021,Sociedad,Betis,Away,5,3,0,A,0
18/12/05,506,Sociedad,Sevilla,Away,2,2,3,H,2
18/12/10,1011,Sociedad,Valencia,Home,2,1,2,A,0
18/12/11,1112,Sociedad,Santander,Away,4,0,0,D,1
18/12/2021,2122,Sociedad,Villarreal,Home,4,1,3,A,1
19/01/13,1213,Sociedad,Barcelona,Home,6,3,2,H,0
19/01/14,1314,Sociedad,Getafe,Away,6,2,2,D,0
19/01/2020,1920,Sociedad,Betis,Away,0,0,3,H,0
19/01/2025,2425,Sociedad,Valencia,Away,3,0,1,H,0
19/02/06,506,Sociedad,Valencia,Home,4,1,2,A,0
19/02/12,1112,Sociedad,Granada,Away,1,1,4,H,1
19/02/17,1617,Sociedad,Villarreal,Home,0,0,1,A,0
19/03/16,1516,Sociedad,Las Palmas,Home,3,0,1,A,0
19/03/2023,2223,Sociedad,Elche,Home,4,2,0,H,0
19/04/14,1314,Sociedad,Espanol,Home,8,2,1,H,0
19/04/18,1718,Sociedad,Ath Madrid,Home,4,3,0,H,0
19/05/2024,2324,Sociedad,Betis,Away,2,2,0,A,0
19/07/2020,1920,Sociedad,Ath Madrid,Away,4,1,1,D,0
19/08/12,1213,Sociedad,Barcelona,Away,2,1,5,H,0
19/08/17,1718,Sociedad,Celta,Away,6,3,2,A,0
19/08/2023,2324,Sociedad,Celta,Home,2,1,1,D,0
19/09/15,1516,Sociedad,Espanol,Home,3,2,3,A,1
19/09/2021,2122,Sociedad,Sevilla,Home,4,0,0,D,0
19/09/2025,2526,Sociedad,Betis,Away,5,1,3,H,0
19/10/13,1314,Sociedad,Valencia,Away,3,2,1,A,0
19/10/2022,2223,Sociedad,Mallorca,Home,7,1,0,H,0
19/10/2024,2425,Sociedad,Girona,Away,4,1,0,A,0
19/10/2025,2526,Sociedad,Celta,Away,7,1,1,D,0
19/11/06,607,Sociedad,Betis,Home,2,0,0,D,0
19/11/12,1213,Sociedad,Vallecano,Home,10,4,0,H,0
19/12/2020,2021,Sociedad,Levante,Away,5,1,2,H,0
20/01/2019,1819,Sociedad,Vallecano,Away,4,2,2,D,0
20/01/2024,2324,Sociedad,Celta,Away,2,1,0,A,0
20/02/2022,2122,Sociedad,Ath Bilbao,Away,2,0,4,H,0
20/03/11,1011,Sociedad,Santander,Away,5,1,2,H,0
20/03/2022,2122,Sociedad,Sevilla,Away,2,0,0,D,0
20/03/2026,2526,Sociedad,Villarreal,Away,4,1,3,H,0
20/04/15,1415,Sociedad,Elche,Away,2,0,1,H,0
20/04/2019,1819,Sociedad,Barcelona,Away,2,1,2,H,0
20/04/2025,2425,Sociedad,Villarreal,Away,4,2,2,D,0
20/05/07,607,Sociedad,Celta,Home,3,3,1,H,0
20/05/18,1718,Sociedad,Barcelona,Away,2,0,1,H,0
20/05/2023,2223,Sociedad,Barcelona,Away,6,2,1,A,0
20/09/11,1112,Sociedad,Granada,Home,4,1,0,H,0
20/09/2020,2021,Sociedad,Real Madrid,Home,1,0,0,D,0
20/10/14,1415,Sociedad,Getafe,Home,2,1,2,A,0
20/10/2019,1920,Sociedad,Betis,Home,6,3,1,H,0
20/11/05,506,Sociedad,Malaga,Away,3,1,3,H,0
20/11/11,1112,Sociedad,Espanol,Home,1,0,0,D,0
20/11/16,1617,Sociedad,Sp Gijon,Away,9,3,1,A,0
20/12/06,607,Sociedad,Celta,Away,3,0,0,D,0
20/12/12,1213,Sociedad,Sevilla,Home,4,2,1,H,0
20/12/14,1415,Sociedad,Levante,Away,2,1,1,D,0
20/12/15,1516,Sociedad,Villarreal,Home,2,0,2,A,0
20/12/17,1718,Sociedad,Sevilla,Home,5,3,1,H,0
20/12/2025,2526,Sociedad,Levante,Away,6,1,1,D,0
21/01/07,607,Sociedad,Valencia,Home,1,0,1,A,0
21/01/12,1112,Sociedad,Ath Madrid,Home,1,0,4,A,0
21/01/18,1718,Sociedad,Celta,Home,2,1,2,A,0
21/01/2023,2223,Sociedad,Vallecano,Away,7,2,0,A,0
21/02/11,1011,Sociedad,Mallorca,Home,4,1,0,H,0
21/02/16,1516,Sociedad,Ath Bilbao,Away,4,1,0,A,0
21/02/2021,2021,Sociedad,Alaves,Home,4,4,0,H,0
21/02/2026,2526,Sociedad,Oviedo,Home,8,3,3,D,0
21/03/12,1112,Sociedad,Levante,Home,3,1,3,A,1
21/03/2021,2021,Sociedad,Barcelona,Home,5,1,6,A,0
21/04/07,607,Sociedad,Ath Madrid,Home,6,2,0,H,0
21/04/13,1213,Sociedad,Osasuna,Away,4,0,0,D,0
21/04/16,1516,Sociedad,Getafe,Home,5,1,2,A,0
21/04/2022,2122,Sociedad,Barcelona,Home,5,0,1,A,0
21/04/2024,2324,Sociedad,Getafe,Away,3,1,1,D,0
21/05/11,1011,Sociedad,Getafe,Home,7,1,1,D,0
21/05/17,1617,Sociedad,Celta,Away,8,2,2,D,0
21/06/2020,1920,Sociedad,Real Madrid,Home,2,1,2,A,0
21/08/16,1617,Sociedad,Real Madrid,Home,0,0,3,A,0
21/08/2022,2223,Sociedad,Barcelona,Home,5,1,4,A,0
21/09/05,506,Sociedad,Ath Madrid,Home,9,3,2,H,0
21/09/10,1011,Sociedad,Osasuna,Away,2,1,3,H,0
21/09/13,1314,Sociedad,Malaga,Home,2,0,0,D,0
21/09/14,1415,Sociedad,Almeria,Home,6,1,2,A,0
21/09/16,1617,Sociedad,Las Palmas,Home,7,4,1,H,0
21/09/17,1718,Sociedad,Levante,Away,3,0,3,H,1
21/09/2018,1819,Sociedad,Huesca,Away,1,1,0,A,2
21/09/2024,2425,Sociedad,Valladolid,Away,4,0,0,D,0
21/10/12,1213,Sociedad,Ath Madrid,Home,3,0,1,A,0
