HomeTeam,AwayTeam,era,HomeGoalsMeanL5Venuedpd,AwayGoalsMeanL5Venuedpd,HomeGoalsConcededL5Venuedpd,AwayGoalsConcededL5Venuedpd,HomeGoalDFMeanL5Venuedpd,AwayGoalDFMeanL5Venuedpd,HomePointsL5Venuedpd,AwayPointsL5Venuedpd,WinStreakL5Home,WinStreakL5Away,HomeOdds,DrawOdds,AwayOdds,HomeProb,DrawProb,AwayProb,MatchBalance,HomeGoalsConcededL5,HomeGoalsMeanL5,HomeShotsOTMeanL10,HomeGoalDFMeanL10,HomeGoalDFMeanL5,HomePointsMeanL5,HomePointsMeanL10,HomeGoalsMeanL10,HomeGoalsConcededL10,Homewin_streak,HomeH2HL5,HomeRedCardL2,AwayGoalsConcededL5,AwayGoalsMeanL5,AwayShotsOTMeanL10,AwayGoalDFMeanL10,AwayGoalDFMeanL5,AwayPointsMeanL5,AwayPointsMeanL10,AwayGoalsMeanL10,AwayGoalsConcededL10,Awaywin_streak,AwayH2HL5,AwayRedCardL2,HomeAttackVsAwayDefense,AwayAttackVsHomeDefense,GoalFormDiffL5,FormDiff
Real Madrid,Valencia,0,2.4,1.2,1.2,2.4,1.2,-0.4,2.0,1.2,2,1,1.17,8.0,15.0,0.8168266285480907,0.11946089442515825,0.06371247702675106,0.7531141515213396,0.4,3.4,8.1,2.0,3.0,3.0,2.5,3.1,1.1,7,1.6,0.5,1.2,1.6,5.0,0.2,0.4,1.8,1.6,1.6,1.4,1,1.0,0.0,2.2,1.2000000000000002,2.6,1.2
Barcelona,Espanol,0,4.0,1.2,1.2,4.0,2.8,0.6,3.0,2.2,13,0,1.17,8.0,17.0,0.8229954614220878,0.12036308623298032,0.05664145234493192,0.7663540090771559,0.8,3.2,7.6,2.1,2.4,3.0,2.7,3.2,1.1,9,2.6,0.0,1.0,1.0,3.5,-0.2,0.0,1.4,1.4,0.8,1.0,0,0.2,0.0,2.2,0.19999999999999996,2.4,1.6
Real Madrid,Levante,0,2.2,1.6,1.6,2.2,0.6,-2.0,1.6,0.0,0,0,1.05,15.0,34.0,0.9083622762489982,0.06358535933742988,0.028052364413572006,0.8803099118354263,0.8,3.0,8.1,2.0,2.2,2.6,2.5,3.2,1.2,0,3.0,0.5,1.8,1.4,4.1,-0.6,-0.4,1.4,1.2,1.2,1.8,0,0.0,0.5,1.2,0.5999999999999999,2.6,1.2000000000000002
Sevilla,Eibar,0,2.2,0.6,0.6,2.2,1.6,-0.8,2.2,0.8,0,1,1.57,4.0,6.0,0.6045340050377834,0.23727959697732998,0.15818639798488665,0.4463476070528968,1.2,1.8,5.9,0.6,0.6,1.6,1.8,1.9,1.3,1,2.2,0.5,1.4,0.6,4.0,-0.3,-0.8,0.6,1.0,0.7,1.0,0,0.4,0.5,0.40000000000000013,-0.6,1.4,1.0
Valencia,Ath Madrid,0,1.6,1.4,1.4,1.6,0.2,2.0,1.4,2.2,1,1,3.6,3.2,2.2,0.26586102719033233,0.2990936555891239,0.4350453172205438,0.16918429003021146,1.2,1.8,4.3,0.1,0.6,2.0,1.4,1.5,1.4,0,0.2,0.0,1.0,2.4,5.1,1.5,1.4,2.2,2.1,2.2,0.7,1,2.6,0.5,0.8,1.2,-0.7999999999999999,-0.20000000000000018
Villarreal,Betis,9,2.0,1.2,1.2,2.0,0.8,-1.2,2.0,0.8,0,0,1.85,3.6,4.33,0.5151610291323099,0.2647355288596593,0.22010344200803078,0.2950575871242791,1.8,0.8,3.9,0.0,-1.0,0.8,1.6,1.4,1.4,0,1.8,0.0,2.0,1.0,4.1,-0.9,-1.0,1.0,1.1,1.1,2.0,1,0.6,0.0,-1.2,-0.8,0.0,-0.19999999999999996
La Coruna,Sociedad,9,1.6,2.2,2.2,1.6,-0.6,0.2,1.2,1.6,0,1,2.75,3.3,2.6,0.3458980044345898,0.28824833702882485,0.3658536585365853,0.019955654101995512,1.4,1.2,4.2,-0.6,-0.2,1.0,0.9,1.4,2.0,0,1.2,0.0,1.4,2.2,5.5,0.8,0.8,1.8,2.1,2.2,1.4,2,1.2,0.0,-0.19999999999999996,0.8000000000000003,-1.0,-0.8
Celta,Alaves,9,1.0,2.6,2.6,1.0,-1.6,0.2,0.2,1.0,0,0,1.67,3.75,5.25,0.5670771224886585,0.2525383452149492,0.1803845322963923,0.3866925901922662,2.8,1.4,3.3,-1.2,-1.4,0.2,0.4,1.1,2.3,0,1.5,0.0,1.0,1.0,3.6,0.3,0.0,1.4,1.5,1.2,0.9,0,1.5,0.0,0.3999999999999999,-1.7999999999999998,-1.4,-1.2
Malaga,Las Palmas,9,1.8,1.0,1.0,1.8,0.8,-2.4,1.8,0.0,0,0,2.0,3.5,3.8,0.4767025089605735,0.27240143369175623,0.25089605734767023,0.22580645161290325,1.2,1.0,4.6,0.5,-0.2,0.8,1.6,1.5,1.0,0,1.75,0.0,2.8,0.4,3.3,-2.1,-2.4,0.0,0.4,0.8,2.9,0,1.0,0.5,-1.7999999999999998,-0.7999999999999999,2.1999999999999997,0.8
Eibar,Leganes,9,1.0,0.8,0.8,1.0,0.2,-0.6,1.2,0.8,0,1,2.05,3.25,4.0,0.4665769403319875,0.294302377747869,0.23912068192014357,0.22745625841184391,1.8,0.6,3.6,-0.8,-1.2,0.6,0.7,0.5,1.3,0,2.0,0.5,0.8,1.0,4.9,0.4,0.2,1.6,1.4,1.3,0.9,0,0.5,0.0,-0.20000000000000007,-0.8,-1.4,-1.0
Ath Madrid,Malaga,9,1.6,0.4,0.4,1.6,1.2,0.0,2.4,1.4,2,0,1.22,6.0,15.0,0.7784120394395433,0.15827711468604044,0.06331084587441618,0.7151011935651271,1.0,2.2,5.1,1.5,1.2,1.8,2.1,2.1,0.6,0,2.0,0.0,1.8,0.6,4.8,0.1,-1.2,0.2,1.3,1.4,1.3,0,0.8,0.0,0.40000000000000013,-0.4,2.4,1.6
Betis,La Coruna,9,1.2,1.4,1.4,1.2,-0.2,-0.6,1.4,0.6,1,0,1.83,3.6,4.5,0.5221932114882506,0.2654482158398608,0.2123585726718886,0.309834638816362,1.8,1.2,3.9,-0.8,-0.6,1.0,1.1,1.1,1.9,0,0.8,0.0,1.8,1.4,4.2,-0.6,-0.4,1.0,0.9,1.4,2.0,0,1.4,0.0,-0.6000000000000001,-0.40000000000000013,-0.19999999999999996,0.0
Getafe,Barcelona,9,1.0,2.0,2.0,1.0,-1.0,1.4,0.6,2.4,0,4,11.0,6.5,1.25,0.08701472556894244,0.14725568942436412,0.7657295850066934,0.678714859437751,1.0,0.8,4.9,-0.4,-0.2,1.0,1.2,1.1,1.5,1,0.4,0.0,0.6,3.4,8.2,2.8,2.8,3.0,3.0,3.7,0.9,10,2.2,0.0,0.20000000000000007,2.4,-3.0,-2.0
Levante,Valencia,9,1.8,1.2,1.2,1.8,0.6,0.0,2.2,1.4,0,0,3.25,3.25,2.3,0.2929936305732484,0.2929936305732484,0.41401273885350315,0.12101910828025475,1.4,1.4,3.9,-0.6,0.0,1.6,1.2,1.3,1.9,0,1.8,0.5,1.0,1.0,3.5,-0.1,0.0,1.6,1.2,1.2,1.3,0,1.2,0.0,0.3999999999999999,-0.3999999999999999,0.0,0.0
Alaves,Villarreal,9,1.2,0.8,0.8,1.2,0.4,-0.8,2.0,1.2,0,0,3.1,3.1,2.4,0.3037974683544304,0.3037974683544304,0.3924050632911393,0.08860759493670889,1.2,0.8,3.9,0.3,-0.4,0.8,1.5,1.2,0.9,0,1.75,0.0,1.2,1.2,4.1,0.0,0.0,1.4,1.6,1.4,1.4,1,1.0,0.0,-0.3999999999999999,0.0,-0.4,-0.5999999999999999
Las Palmas,Ath Bilbao,9,1.4,3.2,3.2,1.4,-1.8,0.4,0.8,1.8,0,1,2.75,3.4,2.55,0.34634974533106966,0.28013582342954163,0.3735144312393889,0.02716468590831922,2.8,1.0,3.5,-2.2,-1.8,0.6,0.4,0.7,2.9,1,1.25,0.0,0.8,1.0,5.4,0.9,0.2,1.6,2.0,1.6,0.7,2,1.25,0.0,0.19999999999999996,-1.7999999999999998,-2.0,-1.0
Sociedad,Real Madrid,9,2.2,0.8,0.8,2.2,1.4,3.2,2.6,3.0,1,10,5.0,4.0,1.67,0.19069369112189552,0.2383671139023694,0.5709391949757351,0.3802455038538396,1.6,2.8,5.2,0.8,1.2,2.2,2.1,2.3,1.5,3,0.0,0.0,0.8,2.4,8.5,1.9,1.6,2.2,2.3,3.0,1.1,0,3.0,0.5,1.9999999999999998,0.7999999999999998,-0.40000000000000013,0.0
Espanol,Celta,9,0.2,1.2,1.2,0.2,-1.0,-0.8,0.6,0.6,0,0,2.3,3.3,3.2,0.41395531164249316,0.2885143081144649,0.2975303802430419,0.11642493139945126,1.8,0.6,3.0,-0.8,-1.2,0.8,1.1,0.7,1.5,0,0.4,0.0,2.2,1.4,3.2,-1.4,-0.8,0.8,0.4,0.9,2.3,1,2.2,0.0,-1.6,-0.40000000000000013,-0.3999999999999999,0.0
Barcelona,Eibar,9,4.4,0.8,0.8,4.4,3.6,-1.0,3.0,0.8,14,0,1.11,10.0,15.0,0.8438818565400843,0.09367088607594938,0.06244725738396625,0.781434599156118,0.6,3.0,7.8,2.8,2.4,3.0,3.0,3.6,0.8,11,3.0,0.0,1.6,0.8,3.7,-0.5,-0.8,1.2,1.0,0.6,1.1,1,0.0,0.0,1.4,0.20000000000000007,3.2,1.8
Valencia,Malaga,9,1.6,1.4,1.4,1.6,0.2,-0.4,1.4,0.8,0,0,1.5,4.0,7.0,0.6292134831460674,0.23595505617977527,0.1348314606741573,0.4943820224719101,1.2,1.0,3.7,-0.1,-0.2,1.2,1.2,1.3,1.4,0,1.4,0.0,1.6,0.2,4.9,0.2,-1.4,0.0,1.3,1.4,1.2,0,1.4,0.0,-0.6000000000000001,-1.0,1.2,1.2
Sevilla,Las Palmas,9,2.4,0.6,0.6,2.4,1.8,-1.2,2.2,0.6,1,1,1.4,4.75,7.5,0.6750355281856939,0.19895783988630977,0.1260066319279962,0.5490288962576977,0.2,2.2,5.8,0.8,2.0,2.6,2.0,1.9,1.1,3,2.25,0.0,2.0,1.0,3.6,-1.7,-1.0,1.2,0.7,0.7,2.4,2,0.75,0.0,0.20000000000000018,0.8,3.0,1.4000000000000001
Real Madrid,Betis,9,2.2,1.6,1.6,2.2,0.6,-1.8,1.6,0.2,0,0,1.13,10.0,17.0,0.84783801306668,0.09580569547653485,0.0563562914567852,0.7914817216098948,0.8,2.2,7.7,2.2,1.4,2.2,2.6,3.1,0.9,1,2.6,0.5,1.8,1.4,4.2,-0.9,-0.4,1.4,1.1,1.1,2.0,1,0.2,0.0,0.40000000000000013,0.5999999999999999,1.7999999999999998,0.8000000000000003
Ath Bilbao,Ath Madrid,9,2.0,0.6,0.6,2.0,1.4,1.8,2.2,1.8,1,0,3.4,3.2,2.25,0.27982899339292655,0.29731830547998445,0.42285270112708895,0.1430237077341624,0.8,0.8,5.2,0.4,0.0,1.4,1.7,1.1,0.7,0,0.4,0.0,0.8,2.2,4.7,1.3,1.4,2.2,2.1,1.9,0.6,1,2.2,0.0,0.0,1.4000000000000001,-1.4,-0.8000000000000003
La Coruna,Alaves,9,1.6,3.0,3.0,1.6,-1.4,0.2,0.6,1.0,0,0,1.91,3.3,4.5,0.49919322307382,0.2889269866881807,0.21187979023799916,0.2873134328358209,2.2,1.6,4.1,-0.9,-0.6,0.8,0.6,1.3,2.2,0,0.25,0.0,1.6,0.2,3.6,-0.1,-1.4,0.2,1.2,1.0,1.1,0,2.5,0.0,0.0,-2.0,0.7999999999999999,0.6000000000000001
Celta,Getafe,0,1.2,2.4,2.4,1.2,-1.2,0.6,0.8,2.0,1,1,1.8,3.6,4.5,0.5263157894736842,0.2631578947368421,0.21052631578947367,0.3157894736842105,1.8,1.4,2.9,-1.4,-0.4,0.8,0.4,1.0,2.4,0,1.6,0.0,1.2,0.8,5.0,-0.3,-0.4,0.8,1.2,1.2,1.5,0,1.0,0.0,0.19999999999999996,-1.0,0.0,0.0
Levante,Sociedad,0,1.6,1.2,1.2,1.6,0.4,0.8,1.8,2.2,0,2,3.25,3.25,2.3,0.2929936305732484,0.2929936305732484,0.41401273885350315,0.12101910828025475,1.4,1.2,3.8,-0.5,-0.2,1.2,1.3,1.4,1.9,0,0.6,0.0,1.8,2.6,5.0,0.7,0.8,2.0,2.1,2.2,1.5,0,1.8,0.0,-0.6000000000000001,1.2000000000000002,-1.0,-0.8
Villarreal,Espanol,0,2.2,0.8,0.8,2.2,1.4,-0.6,2.6,1.6,1,0,1.73,3.5,5.5,0.5528431935669156,0.27326249282021825,0.17389431361286617,0.3789488799540494,1.2,1.8,4.2,0.4,0.6,1.8,1.9,1.6,1.2,2,1.6,0.0,1.8,1.0,3.1,-0.8,-0.8,1.4,1.1,0.8,1.6,1,1.0,0.0,0.0,-0.19999999999999996,1.4,0.40000000000000013
Alaves,Real Madrid,0,0.8,1.2,1.2,0.8,-0.4,2.8,1.4,3.0,0,11,17.0,7.5,1.17,0.05619056766881183,0.12736528671597347,0.8164441456152147,0.7602535779464029,1.6,0.0,3.4,-0.2,-1.6,0.0,1.1,0.9,1.1,0,0.0,0.0,1.0,1.8,7.3,1.7,0.8,1.6,2.3,2.5,0.8,0,3.0,0.0,-1.0,0.19999999999999996,-2.4000000000000004,-1.6
Ath Madrid,Sevilla,0,1.6,0.4,0.4,1.6,1.2,-0.6,2.4,1.4,3,2,1.57,4.0,6.5,0.6119806990702601,0.24020242438507708,0.14781687654466283,0.4641638225255973,0.8,2.0,5.3,1.3,1.2,2.2,2.1,2.0,0.7,2,1.6,0.0,0.2,1.4,5.5,0.7,1.2,2.6,2.0,1.8,1.1,4,1.0,0.0,1.8,0.5999999999999999,0.0,-0.3999999999999999
Malaga,Ath Bilbao,0,1.6,1.6,1.6,1.6,0.0,0.0,1.2,1.2,0,0,2.9,3.3,2.4,0.3239263803680982,0.2846625766871166,0.3914110429447853,0.06748466257668712,2.2,0.2,4.7,-0.5,-2.0,0.0,1.0,1.2,1.7,0,1.0,0.0,0.6,0.8,5.6,0.2,0.2,1.4,1.4,1.1,0.9,0,1.6,0.0,-0.39999999999999997,-1.4000000000000001,-2.2,-1.4
Las Palmas,Leganes,0,0.8,3.0,3.0,0.8,-2.2,-0.6,0.8,0.8,1,0,2.05,3.25,3.8,0.46077791250816164,0.290644529428225,0.24857755806361348,0.21220035444454816,1.6,1.0,3.3,-1.8,-0.6,1.2,0.6,0.6,2.4,0,0.5,0.0,0.6,0.6,4.3,0.5,0.0,1.4,1.5,1.2,0.7,0,2.0,0.0,0.4,-1.0,-0.6,-0.19999999999999996
Getafe,Villarreal,0,1.0,2.2,2.2,1.0,-1.2,-0.4,0.4,1.2,0,1,2.88,3.1,2.63,0.33067806646819764,0.30721059078335783,0.3621113427484446,0.03143327628024695,1.0,0.8,4.8,0.1,-0.2,1.0,1.3,1.2,1.1,0,0.8,0.0,1.0,1.2,4.2,0.3,0.2,1.4,1.7,1.4,1.1,0,2.0,0.0,-0.19999999999999996,0.19999999999999996,-0.4,-0.3999999999999999
Sociedad,Valencia,0,1.8,1.2,1.2,1.8,0.6,-0.4,2.0,1.0,0,0,2.3,3.4,3.1,0.41349548842683415,0.2797175362887407,0.3067869752844253,0.10670851314240887,2.0,2.2,5.0,0.3,0.2,1.8,1.8,2.1,1.8,0,2.4,0.5,0.6,1.8,4.6,0.6,1.2,1.8,1.5,1.8,1.2,1,0.6,0.0,1.6,-0.19999999999999996,-1.0,0.0
Eibar,Celta,0,0.6,0.6,0.6,0.6,0.0,-1.6,1.2,0.0,1,0,2.2,3.3,3.4,0.43220338983050843,0.288135593220339,0.2796610169491525,0.15254237288135591,2.0,0.6,3.9,-0.9,-1.4,1.2,1.0,0.7,1.6,0,1.4,0.0,1.6,1.2,3.2,-1.3,-0.4,0.8,0.5,1.0,2.3,0,1.4,0.0,-1.0,-0.8,-0.9999999999999999,0.3999999999999999
Espanol,La Coruna,0,0.4,1.4,1.4,0.4,-1.0,-0.4,0.6,0.6,1,0,1.95,3.5,4.0,0.48908296943231444,0.2724890829694323,0.23842794759825325,0.2506550218340612,1.6,0.6,3.2,-0.7,-1.0,1.0,1.2,0.8,1.5,0,1.6,0.0,2.2,1.2,4.3,-0.7,-1.0,0.8,0.9,1.4,2.1,1,1.0,0.0,-1.6,-0.40000000000000013,0.0,0.19999999999999996
Betis,Levante,0,1.6,1.4,1.4,1.6,0.2,-1.8,2.0,0.2,2,0,1.85,3.5,4.5,0.5155482815057284,0.27250409165302786,0.2119476268412439,0.3036006546644845,1.4,1.2,4.0,-0.9,-0.2,1.8,1.1,1.1,2.0,2,2.2,0.0,0.8,1.6,4.3,-0.3,0.8,1.8,1.3,1.5,1.8,1,0.4,0.0,0.3999999999999999,0.20000000000000018,-1.0,0.0
La Coruna,Getafe,0,1.4,1.8,1.8,1.4,-0.4,0.4,1.2,1.6,1,0,2.25,3.25,3.4,0.4247957712638154,0.2940893801057184,0.2811148486304661,0.1436809226333493,2.4,1.4,4.2,-0.6,-1.0,0.8,0.9,1.3,1.9,0,0.2,0.0,1.0,1.6,5.3,0.4,0.6,1.4,1.3,1.4,1.0,1,2.6,0.0,0.3999999999999999,-0.7999999999999998,-1.6,-0.5999999999999999
Leganes,Ath Madrid,0,1.4,0.6,0.6,1.4,0.8,1.0,1.6,1.8,0,1,7.5,3.75,1.55,0.12757201646090535,0.2551440329218107,0.6172839506172839,0.4897119341563786,0.6,0.8,4.1,0.4,0.2,1.4,1.5,1.1,0.7,1,0.5,0.0,0.4,2.0,4.8,1.6,1.6,2.6,2.4,2.2,0.6,3,2.0,0.0,0.4,1.4,-1.4000000000000001,-1.2000000000000002
Sevilla,Malaga,0,2.2,0.4,0.4,2.2,1.8,-1.0,2.2,0.8,2,0,1.36,5.5,7.5,0.6999830307144069,0.17308671304938064,0.12693025623621246,0.5730527744781945,0.4,1.2,5.0,0.4,0.8,2.4,1.7,1.6,1.2,0,2.0,0.0,2.6,0.8,4.8,-0.7,-1.8,0.2,0.8,1.3,2.0,0,0.8,0.5,-1.4000000000000001,0.4,2.6,2.1999999999999997
Barcelona,Las Palmas,9,4.2,0.8,0.8,4.2,3.4,-0.8,3.0,0.6,15,0,1.08,11.0,26.0,0.8774082709534912,0.08614553932997915,0.03644618971652964,0.8409620812369615,0.4,3.6,7.5,2.9,3.2,3.0,3.0,3.5,0.6,13,3.0,0.0,1.8,1.0,3.6,-1.7,-0.8,1.2,0.6,0.6,2.3,0,0.0,0.0,1.8,0.6,4.0,1.8
Real Madrid,Espanol,9,1.8,1.2,1.2,1.8,0.6,-0.6,1.6,1.6,0,0,1.1,10.0,23.0,0.8636875704093129,0.09500563274502442,0.04130679684566279,0.8223807735636501,1.2,1.6,7.5,1.7,0.4,1.6,2.3,2.5,0.8,1,3.0,0.0,1.6,1.2,3.2,-0.4,-0.4,1.4,1.4,1.1,1.5,1,0.0,0.0,0.0,0.0,0.8,0.20000000000000018
Sociedad,Betis,9,2.0,1.8,1.8,2.0,0.2,-1.4,1.4,0.8,0,1,1.95,3.6,3.8,0.4866595517609392,0.26360725720384204,0.24973319103521877,0.23692636072572046,2.2,2.0,5.4,0.1,-0.2,1.2,1.5,2.0,1.9,0,2.4,1.0,1.0,2.0,4.3,-0.4,1.0,2.4,1.4,1.4,1.8,3,0.6,0.0,1.0,-0.20000000000000018,-1.2,-1.2
Valencia,Ath Bilbao,9,2.2,0.8,0.8,2.2,1.4,-0.6,2.0,0.8,1,0,1.91,3.5,4.2,0.49988098071887643,0.2727921923351583,0.22732682694596523,0.2725541537729112,1.0,2.2,4.7,0.8,1.2,1.8,1.8,1.9,1.1,2,0.8,0.5,1.2,1.4,5.4,0.1,0.2,1.4,1.2,1.2,1.1,0,2.0,0.0,1.0000000000000002,0.3999999999999999,1.0,0.40000000000000013
Villarreal,Eibar,9,1.6,0.6,0.6,1.6,1.0,-2.0,2.2,0.6,0,0,1.83,3.6,4.33,0.517875474669351,0.2632533662902535,0.2188711590403955,0.2990043156289555,1.6,1.2,4.1,-0.2,-0.4,1.4,1.4,1.3,1.5,0,1.4,0.0,2.8,0.4,3.5,-1.3,-2.4,0.6,0.9,0.7,2.0,0,1.4,0.0,-1.5999999999999999,-1.2000000000000002,2.0,0.7999999999999999
Espanol,Levante,9,1.2,1.4,1.4,1.2,-0.2,-2.4,1.2,0.2,2,0,1.75,3.6,5.0,0.5446293494704992,0.264750378214826,0.19062027231467474,0.3540090771558245,1.8,1.2,3.2,-0.3,-0.6,1.4,1.4,1.1,1.4,0,1.2,0.0,1.6,1.0,3.4,-0.5,-0.6,1.0,1.2,1.2,1.7,0,1.2,0.0,-0.40000000000000013,-0.8,0.0,0.3999999999999999
Getafe,Real Madrid,9,1.6,1.2,1.2,1.6,0.4,2.2,1.0,3.0,1,12,10.0,5.75,1.29,0.09531917627782954,0.1657724804831818,0.7389083432389886,0.6435891669611591,1.2,1.8,4.5,0.3,0.6,1.4,1.2,1.3,1.0,0,0.0,0.0,0.8,1.6,7.5,1.5,0.8,2.0,2.3,2.3,0.8,2,3.0,0.0,1.0,0.40000000000000013,-0.20000000000000007,-0.6000000000000001
Ath Madrid,Barcelona,9,1.4,0.4,0.4,1.4,1.0,2.4,2.4,3.0,4,6,3.0,3.4,2.38,0.3181818181818181,0.2807486631016043,0.40106951871657753,0.08288770053475941,0.2,1.0,4.3,1.1,0.8,2.2,2.2,1.7,0.6,0,0.2,0.0,0.4,3.8,7.6,2.9,3.4,3.0,3.0,3.5,0.6,14,2.6,0.0,0.6,3.5999999999999996,-2.5999999999999996,-0.7999999999999998
Alaves,Sociedad,9,1.0,1.6,1.6,1.0,-0.6,0.0,1.2,1.6,0,0,3.5,3.4,2.15,0.2734243501028614,0.28146624275294563,0.44510940714419306,0.17168505704133163,1.4,0.6,3.1,-0.4,-0.8,0.6,1.0,0.8,1.2,1,1.5,0.0,3.0,2.2,5.5,0.0,-0.8,0.8,1.3,2.2,2.2,0,1.5,0.5,-2.4,0.8000000000000003,0.0,-0.20000000000000007
Ath Bilbao,Sevilla,9,1.2,0.8,0.8,1.2,0.4,-1.0,1.6,1.2,0,0,2.5,3.25,2.9,0.3800403225806452,0.2923387096774194,0.3276209677419355,0.052419354838709686,1.8,1.6,4.8,-0.3,-0.2,0.8,0.9,1.1,1.4,0,1.2,0.0,0.4,1.4,5.1,0.8,1.0,2.4,2.0,1.6,0.8,1,1.8,0.0,1.2000000000000002,-0.40000000000000013,-1.2,-1.5999999999999999
Betis,Valencia,9,2.0,1.4,1.4,2.0,0.6,0.2,2.0,1.6,3,1,2.55,3.5,2.7,0.37410926365795727,0.2725653206650831,0.3533254156769596,0.020783847980997694,1.6,2.4,4.6,-0.1,0.8,2.0,1.5,1.7,1.8,0,1.6,0.0,1.0,2.4,5.1,1.0,1.4,2.2,2.1,2.1,1.1,3,1.0,0.5,1.4,0.7999999999999998,-0.5999999999999999,-0.20000000000000018
Eibar,La Coruna,9,0.6,1.2,1.2,0.6,-0.6,-0.8,1.2,0.6,0,0,2.0,3.5,3.75,0.4751131221719457,0.27149321266968324,0.25339366515837103,0.22171945701357465,3.2,0.4,3.1,-1.8,-2.8,0.6,0.6,0.5,2.3,0,0.8,0.0,2.2,1.4,4.6,-0.5,-0.8,1.2,1.1,1.3,1.8,1,2.0,0.0,-1.8000000000000003,-1.8000000000000003,-1.9999999999999998,-0.6
Malaga,Leganes,9,1.4,1.8,1.8,1.4,-0.4,0.0,0.8,1.4,0,1,2.38,3.0,3.4,0.40106951871657753,0.3181818181818181,0.2807486631016043,0.12032085561497324,2.8,0.8,4.7,-1.1,-2.0,0.2,0.5,0.9,2.0,0,2.0,0.5,0.6,0.6,4.3,0.6,0.0,1.0,1.6,1.1,0.5,0,0.5,0.0,0.20000000000000007,-2.1999999999999997,-2.0,-0.8
Las Palmas,Celta,9,0.6,3.2,3.2,0.6,-2.6,-0.6,0.6,0.6,0,1,2.38,3.3,3.1,0.40177519440735215,0.28976514020893884,0.30845966538370906,0.0933155290236431,1.4,0.8,3.4,-1.5,-0.6,1.2,0.6,0.6,2.1,0,1.25,0.0,1.2,2.0,4.5,-0.3,0.8,1.6,0.9,1.7,2.0,0,1.25,0.0,-0.3999999999999999,0.6000000000000001,-1.4,-0.40000000000000013
Barcelona,Malaga,0,4.0,0.6,0.6,4.0,3.4,-1.8,3.0,0.2,16,0,1.07,13.0,26.0,0.8901061280383429,0.0732625813077713,0.03663129065388565,0.8534748373844572,0.6,3.0,7.5,2.6,2.4,2.6,2.8,3.2,0.6,0,1.4,0.0,2.6,0.6,4.4,-1.6,-2.0,0.2,0.2,0.6,2.2,0,1.4,0.5,0.3999999999999999,0.0,4.4,2.4
Betis,Alaves,0,2.4,1.8,1.8,2.4,0.6,-0.2,2.0,0.8,0,1,1.57,4.0,6.0,0.6045340050377834,0.23727959697732998,0.15818639798488665,0.4463476070528968,2.2,2.8,4.9,0.0,0.6,2.0,1.5,2.0,2.0,0,0.75,0.0,1.6,0.6,2.8,-0.7,-1.0,0.6,0.7,0.7,1.4,0,2.25,0.0,1.1999999999999997,-1.6,1.6,1.4
Levante,Getafe,0,1.4,1.0,1.0,1.4,0.4,-0.2,1.6,1.0,0,0,2.37,3.2,3.2,0.4030226700251889,0.29848866498740556,0.29848866498740556,0.10453400503778332,1.4,0.8,3.2,-0.3,-0.6,1.0,1.3,1.1,1.4,0,1.6,0.0,1.4,1.6,4.3,0.0,0.2,0.8,0.9,1.2,1.2,0,1.0,0.0,-0.5999999999999999,0.20000000000000018,-0.8,0.19999999999999996
Valencia,Sevilla,0,2.0,1.0,1.0,2.0,1.0,-0.8,2.0,1.2,2,0,1.85,3.89,4.0,0.5159749970984696,0.24538656674348813,0.23863843615804223,0.27733656094042736,1.6,3.6,5.2,1.0,2.0,2.6,2.1,2.3,1.3,4,1.4,0.0,0.6,0.8,5.4,0.7,0.2,1.8,1.9,1.5,0.8,0,1.4,0.0,3.0,-0.8,1.8,0.8
Celta,Ath Madrid,0,1.8,1.8,1.8,1.8,0.0,1.0,1.2,1.8,0,0,4.2,3.39,1.95,0.2276460560979389,0.28203936153726944,0.4903145823647916,0.26266852626685266,1.6,2.8,4.8,0.2,1.2,1.6,1.2,2.1,1.9,1,0.6,0.5,0.4,1.2,4.2,1.0,0.8,2.2,2.0,1.7,0.7,0,2.4,0.0,2.4,-0.40000000000000013,0.3999999999999999,-0.6000000000000001
Leganes,Ath Bilbao,0,0.6,0.6,0.6,0.6,0.0,-0.6,1.2,0.8,0,0,2.37,3.1,3.29,0.40243377934207464,0.30766711517442485,0.2898991054835006,0.11253467385857402,0.2,0.8,4.8,0.4,0.6,1.6,1.6,0.9,0.5,1,1.0,0.0,1.8,1.4,4.4,-0.1,-0.4,0.8,1.2,1.2,1.3,1,1.0,0.0,-1.0,1.2,1.0,0.8
Real Madrid,Eibar,0,1.8,1.0,1.0,1.8,0.8,-2.4,1.6,0.6,1,0,1.09,11.0,23.0,0.8722333310349583,0.08643039371164588,0.04133627525339585,0.8308970557815624,0.8,1.8,7.4,1.3,1.0,2.4,2.3,2.1,0.8,3,2.6,0.0,2.6,0.4,3.4,-1.7,-2.2,0.8,0.7,0.5,2.2,0,0.2,0.0,-0.8,-0.4,3.2,1.5999999999999999
Villarreal,Las Palmas,0,1.8,0.4,0.4,1.8,1.4,-1.2,2.2,0.6,1,0,1.5,4.2,7.0,0.6363636363636365,0.2272727272727273,0.13636363636363638,0.5000000000000001,1.0,1.6,3.9,0.3,0.6,2.0,1.7,1.4,1.1,2,1.0,0.0,2.2,0.6,4.3,-1.7,-1.6,0.6,0.6,0.8,2.5,0,1.75,0.0,-0.6000000000000001,-0.4,2.2,1.4
