HomeTeam,AwayTeam,era,HomeGoalsMeanL5Venuedpd,AwayGoalsMeanL5Venuedpd,HomeGoalsConcededL5Venuedpd,AwayGoalsConcededL5Venuedpd,HomeGoalDFMeanL5Venuedpd,AwayGoalDFMeanL5Venuedpd,HomePointsL5Venuedpd,AwayPointsL5Venuedpd,WinStreakL5Home,WinStreakL5Away,HomeOdds,DrawOdds,AwayOdds,HomeProb,DrawProb,AwayProb,MatchBalance,HomeGoalsConcededL5,HomeGoalsMeanL5,HomeShotsOTMeanL10,HomeGoalDFMeanL10,HomeGoalDFMeanL5,HomePointsMeanL5,HomePointsMeanL10,HomeGoalsMeanL10,HomeGoalsConcededL10,Homewin_streak,HomeH2HL5,HomeRedCardL2,AwayGoalsConcededL5,AwayGoalsMeanL5,AwayShotsOTMeanL10,AwayGoalDFMeanL10,AwayGoalDFMeanL5,AwayPointsMeanL5,AwayPointsMeanL10,AwayGoalsMeanL10,AwayGoalsConcededL10,Awaywin_streak,AwayH2HL5,AwayRedCardL2,HomeAttackVsAwayDefense,AwayAttackVsHomeDefense,GoalFormDiffL5,FormDiff
Alaves,Eibar,0,1.2,0.8,0.8,1.2,0.4,0.2,2.0,1.6,1,0,2.75,3.2,2.7,0.34747637241101953,0.2986125075407199,0.3539111200482606,0.006434747637241056,1.4,0.6,3.7,-0.2,-0.8,0.8,1.4,1.0,1.2,0,1.0,0.0,1.2,1.6,4.2,0.2,0.4,1.8,1.5,1.6,1.4,0,1.0,0.5,-0.6,0.20000000000000018,-1.2000000000000002,-1.0
Ath Bilbao,Betis,0,2.4,0.8,0.8,2.4,1.6,-0.8,2.4,0.8,2,1,1.4,4.5,9.0,0.6818181818181818,0.2121212121212121,0.10606060606060605,0.5757575757575757,1.0,2.2,4.8,0.9,1.2,2.4,2.1,1.8,0.9,2,2.4,0.0,1.4,1.0,4.3,-0.1,-0.4,1.2,1.3,1.3,1.4,2,0.6,0.0,0.8000000000000003,0.0,1.6,1.2
Sevilla,Celta,0,1.6,0.6,0.6,1.6,1.0,-0.4,2.2,1.4,2,1,1.33,5.5,8.0,0.7101928819304333,0.17173755144863206,0.11806956662093454,0.5921233153094987,1.0,1.2,5.1,0.1,0.2,1.6,1.6,1.2,1.1,1,1.6,0.0,1.4,1.6,3.4,-0.4,0.2,1.2,1.1,1.2,1.6,0,1.0,0.0,-0.19999999999999996,0.6000000000000001,0.0,0.40000000000000013
Villarreal,Sp Gijon,0,2.2,1.6,1.6,2.2,0.6,-1.4,1.8,0.6,2,0,1.4,4.75,8.0,0.6803939122649956,0.20053715308863027,0.11906893464637423,0.5613249776186213,0.8,1.6,4.5,0.8,0.8,2.4,2.1,1.7,0.9,2,2.4,0.0,2.0,1.2,4.1,-0.8,-0.8,0.4,0.7,1.1,1.9,0,0.6,0.0,-0.3999999999999999,0.3999999999999999,1.6,2.0
Real Madrid,Valencia,0,2.2,1.6,1.6,2.2,0.6,-1.2,1.6,0.6,0,0,1.17,9.0,13.0,0.819672131147541,0.10655737704918032,0.07377049180327869,0.7459016393442623,2.0,3.2,7.3,1.4,1.2,2.0,2.3,3.0,1.6,1,1.0,0.5,1.6,1.6,5.4,-0.1,0.0,1.4,1.4,1.5,1.6,0,1.6,0.0,1.6,-0.3999999999999999,1.2,0.6000000000000001
Sociedad,Granada,0,1.4,1.2,1.2,1.4,0.2,-1.4,1.6,0.2,2,0,1.17,7.5,17.0,0.8164441456152147,0.12736528671597347,0.05619056766881183,0.7602535779464029,1.4,1.8,4.4,0.0,0.4,1.8,1.4,1.5,1.5,2,2.0,0.0,2.0,0.2,3.3,-1.5,-1.8,0.2,0.4,0.5,2.0,0,0.8,0.0,-0.19999999999999996,-1.2,2.2,1.6
Espanol,Barcelona,0,2.0,1.0,1.0,2.0,1.0,0.4,2.4,1.8,0,1,15.0,7.5,1.18,0.06364617044228693,0.12729234088457386,0.8090614886731391,0.7454153182308522,0.8,0.6,3.3,-0.1,-0.2,1.4,1.5,1.2,1.3,0,0.2,0.0,1.4,3.2,8.5,2.3,1.8,2.4,2.4,3.6,1.3,3,2.6,0.0,-0.7999999999999999,2.4000000000000004,-2.0,-1.0
Las Palmas,Ath Madrid,0,2.2,1.0,1.0,2.2,1.2,0.8,2.0,2.2,0,1,5.25,3.6,1.73,0.1820493708072083,0.2654886657605121,0.5524619634322796,0.3704125926250713,2.6,1.4,5.3,-0.5,-1.2,0.8,1.1,2.0,2.5,0,0.0,0.5,0.4,1.2,6.4,1.2,0.8,2.0,2.3,1.6,0.4,0,3.0,0.0,0.9999999999999999,-1.4000000000000001,-2.0,-1.2
Betis,Alaves,0,1.4,1.2,1.2,1.4,0.2,-0.8,1.2,0.8,1,0,2.1,3.2,3.8,0.4527177959791511,0.29709605361131797,0.2501861504095309,0.20253164556962022,1.4,1.0,4.1,-0.3,-0.4,1.2,1.0,1.2,1.5,0,1.0,0.0,0.8,0.6,3.6,-0.3,-0.2,1.0,1.2,0.8,1.1,0,2.0,0.0,0.19999999999999996,-0.7999999999999999,-0.2,0.19999999999999996
Celta,Ath Bilbao,0,1.0,1.4,1.4,1.0,-0.4,0.2,0.8,1.8,0,1,4.5,3.7,1.8,0.21203438395415472,0.2578796561604584,0.5300859598853869,0.3180515759312321,1.6,1.2,3.0,-0.5,-0.4,0.6,1.0,1.2,1.7,0,0.2,0.5,1.0,2.2,5.0,0.8,1.2,2.4,2.1,1.7,0.9,3,2.6,0.0,0.19999999999999996,0.6000000000000001,-1.6,-1.7999999999999998
Eibar,Leganes,0,1.6,1.4,1.4,1.6,0.2,-0.6,1.4,0.4,0,0,2.1,3.3,3.75,0.4552980132450331,0.2897350993377484,0.25496688741721857,0.20033112582781454,0.8,1.0,4.2,-0.1,0.2,1.4,1.3,1.3,1.4,0,1.0,1.0,1.8,1.4,3.2,-0.2,-0.4,0.6,0.9,1.0,1.2,1,1.0,0.0,-0.8,0.5999999999999999,0.6000000000000001,0.7999999999999999
Osasuna,La Coruna,0,1.4,2.0,2.0,1.4,-0.6,-1.8,1.0,0.6,0,0,3.9,3.6,1.95,0.24489795918367344,0.26530612244897955,0.48979591836734687,0.24489795918367344,2.6,1.2,3.9,-1.6,-1.4,1.4,0.8,1.1,2.7,0,1.0,0.0,2.2,1.2,4.3,-0.7,-1.0,0.8,1.1,1.0,1.7,0,1.6,0.0,-1.0000000000000002,-1.4000000000000001,-0.3999999999999999,0.5999999999999999
Malaga,Sevilla,10,1.2,1.2,1.2,1.2,0.0,-0.8,1.2,1.0,2,0,4.0,3.6,1.91,0.23779222575736617,0.2642135841748513,0.49799419006778256,0.2602019643104164,0.4,1.4,4.1,0.0,1.0,2.4,1.3,0.9,0.9,2,0.2,0.0,1.2,1.6,5.2,0.1,0.4,2.0,1.6,1.2,1.1,2,2.6,0.0,0.19999999999999996,1.2000000000000002,0.6,0.3999999999999999
Sevilla,Sociedad,0,1.8,0.8,0.8,1.8,1.0,-0.2,2.2,1.2,3,1,1.62,4.0,5.5,0.5883926183471516,0.23829901043059643,0.17330837122225196,0.41508424712489966,1.4,2.0,5.2,-0.2,0.6,2.0,1.3,1.3,1.5,0,1.2,0.0,1.4,2.2,4.2,0.1,0.8,2.4,1.6,1.5,1.4,3,1.8,0.0,0.6000000000000001,0.8000000000000003,-0.20000000000000007,-0.3999999999999999
Sp Gijon,Las Palmas,0,1.2,1.4,1.4,1.2,-0.2,-2.4,0.8,0.0,0,0,1.5,4.75,5.5,0.6295180722891567,0.19879518072289157,0.17168674698795183,0.45783132530120485,2.4,1.4,4.6,-0.5,-1.0,0.4,0.7,1.1,1.6,0,1.3333333333333333,0.0,3.0,1.2,4.8,-1.0,-1.8,0.8,1.0,1.7,2.7,0,1.3333333333333333,0.5,-1.6,-1.2,0.8,-0.4
Granada,Real Madrid,0,0.4,2.6,2.6,0.4,-2.2,2.2,0.0,3.0,0,6,21.0,9.0,1.13,0.04562584118438762,0.10646029609690444,0.8479138627187081,0.8022880215343204,2.4,0.4,3.0,-1.7,-2.0,0.0,0.1,0.4,2.1,0,0.0,0.0,1.8,2.8,7.1,1.5,1.0,2.0,2.5,2.9,1.4,2,3.0,0.0,-1.4,0.3999999999999999,-3.0,-2.0
Ath Madrid,Eibar,0,2.0,0.4,0.4,2.0,1.6,0.2,2.4,1.6,0,0,1.3,5.25,11.0,0.7321711568938194,0.18129952456418386,0.08652931854199684,0.6456418383518225,0.4,2.0,6.7,1.7,1.6,2.0,2.5,2.0,0.3,1,3.0,0.0,0.6,0.8,4.3,0.1,0.2,1.4,1.5,1.3,1.2,1,0.0,0.5,1.4,0.4,1.4000000000000001,0.6000000000000001
Barcelona,Villarreal,0,4.4,1.0,1.0,4.4,3.4,0.2,3.0,1.8,10,1,1.14,8.5,17.0,0.8325171400587659,0.11165523996082272,0.05582761998041136,0.7766895200783546,1.4,3.2,8.5,2.1,1.8,2.4,2.4,3.3,1.2,4,2.2,0.0,1.0,2.0,4.5,0.7,1.0,2.4,2.1,1.6,0.9,3,0.4,0.0,2.2,0.6000000000000001,0.8,0.0
Alaves,Ath Bilbao,0,0.8,0.6,0.6,0.8,0.2,1.0,1.6,2.4,0,2,4.75,3.5,1.8,0.20015885623510724,0.27164416203335984,0.5281969817315331,0.32803812549642586,0.8,1.4,3.6,0.1,0.6,1.6,1.5,1.1,1.0,1,1.6666666666666667,0.0,1.0,2.4,5.8,1.2,1.4,2.4,2.4,2.0,0.8,4,0.6666666666666666,0.0,0.3999999999999999,1.5999999999999999,-0.7999999999999999,-0.7999999999999998
La Coruna,Espanol,0,1.2,1.6,1.6,1.2,-0.4,-0.6,1.4,1.0,0,0,2.0,3.4,4.0,0.4788732394366197,0.28169014084507044,0.23943661971830985,0.23943661971830985,2.6,1.6,4.5,-0.8,-1.0,0.8,0.9,1.1,1.9,0,1.2,0.0,1.0,0.6,3.4,-0.4,-0.4,1.4,1.4,1.0,1.4,0,1.2,0.0,0.6000000000000001,-2.0,-0.6,-0.5999999999999999
Malaga,Celta,0,1.8,1.2,1.2,1.8,0.6,-0.6,1.8,1.2,3,0,1.4,4.5,7.5,0.6676557863501484,0.20771513353115725,0.12462908011869436,0.5430267062314541,0.8,2.0,4.2,0.3,1.2,2.4,1.6,1.2,0.9,3,1.2,0.0,1.6,0.8,2.6,-0.8,-0.8,0.6,0.9,1.0,1.8,0,1.8,0.5,0.3999999999999999,0.0,2.0,1.7999999999999998
Valencia,Osasuna,0,1.8,1.2,1.2,1.8,0.6,-2.6,1.6,0.6,0,0,1.22,6.5,13.0,0.78031212484994,0.14645858343337334,0.07322929171668667,0.7070828331332533,1.6,1.2,5.0,-0.3,-0.4,0.8,1.1,1.5,1.8,0,2.2,0.0,3.0,1.4,4.1,-1.3,-1.6,1.0,0.9,1.2,2.5,0,0.4,0.0,-1.8,-0.20000000000000018,1.2000000000000002,-0.19999999999999996
Leganes,Betis,0,1.2,1.0,1.0,1.2,0.2,-1.0,1.4,0.6,1,0,1.65,3.8,5.75,0.5810011300937312,0.2522768064880675,0.16672206341820112,0.4142790666755301,1.4,1.0,3.3,-0.3,-0.4,0.6,0.9,1.0,1.3,0,0.0,0.0,2.0,1.2,3.9,-0.5,-0.8,1.2,1.0,1.1,1.6,0,3.0,0.0,-1.0,-0.19999999999999996,0.4,-0.6
Osasuna,Granada,10,1.6,1.6,1.6,1.6,0.0,-1.2,1.2,0.2,0,0,1.8,3.8,4.33,0.5292717447246527,0.2507076685537828,0.22002058672156458,0.3092511580030881,3.6,1.2,4.1,-1.3,-2.4,0.4,0.9,1.1,2.4,0,0.4,0.0,2.6,0.2,3.2,-2.0,-2.4,0.0,0.1,0.4,2.4,0,2.2,0.0,-1.4000000000000001,-3.4,0.0,0.4
Espanol,Valencia,10,1.4,1.6,1.6,1.4,-0.2,-1.2,1.8,0.6,0,0,2.4,3.3,3.0,0.3956834532374101,0.2877697841726619,0.31654676258992803,0.07913669064748208,1.2,0.8,3.5,-0.1,-0.4,1.4,1.7,1.2,1.3,1,0.6,0.0,1.6,1.4,5.6,0.3,-0.2,0.8,1.4,1.9,1.6,1,2.4,0.0,-0.8,0.19999999999999996,-0.2,0.5999999999999999
Alaves,Celta,10,0.8,0.4,0.4,0.8,0.4,-0.2,2.0,1.2,1,0,1.8,3.4,5.0,0.5292652552926526,0.28019925280199254,0.19053549190535493,0.33872976338729766,0.6,1.6,3.5,0.2,1.0,2.2,1.7,1.1,0.9,2,1.0,0.0,1.8,0.8,2.6,-0.6,-1.0,0.6,0.9,1.0,1.6,0,2.0,0.0,-0.19999999999999996,0.20000000000000007,2.0,1.6
Ath Bilbao,Leganes,10,2.2,0.8,0.8,2.2,1.4,-0.8,2.4,0.4,3,0,1.44,4.2,8.5,0.6612580573460769,0.22671704823294064,0.11202489442098243,0.5492331629250945,0.6,2.2,6.1,1.0,1.6,2.4,2.1,1.9,0.9,0,1.0,0.0,1.0,1.6,3.3,0.0,0.6,1.2,0.9,1.3,1.3,1,1.0,0.0,1.2000000000000002,1.0,1.0,1.2
Betis,Ath Madrid,10,1.4,1.6,1.6,1.4,-0.2,1.8,1.2,2.6,0,2,7.0,3.75,1.57,0.1365138252854907,0.25482580719958264,0.6086603675149267,0.472146542229436,2.0,1.0,3.9,-0.9,-1.0,1.2,0.9,1.0,1.9,0,0.0,0.0,0.2,2.0,6.4,1.5,1.8,2.4,2.5,1.8,0.3,2,3.0,0.5,0.8,0.0,-2.8,-1.2
Eibar,Sp Gijon,10,1.4,1.4,1.4,1.4,0.0,-0.8,1.4,0.6,1,0,2.0,3.75,3.5,0.4751131221719458,0.2533936651583711,0.2714932126696833,0.2036199095022625,0.8,0.4,4.4,0.3,-0.4,0.8,1.5,1.2,0.9,0,2.0,0.0,1.8,1.4,4.7,-0.3,-0.4,1.0,1.0,1.2,1.5,1,1.0,0.0,-1.4,0.5999999999999999,0.0,-0.19999999999999996
Las Palmas,Barcelona,10,2.2,1.8,1.8,2.2,0.4,0.8,2.0,1.8,0,2,26.0,11.0,1.08,0.03644618971652964,0.08614553932997915,0.8774082709534912,0.8409620812369615,3.0,0.4,4.2,-1.4,-2.6,0.2,0.7,1.2,2.6,0,0.0,0.5,1.2,4.0,8.4,1.9,2.8,3.0,2.4,3.2,1.3,5,3.0,0.0,-0.7999999999999999,1.0,-5.4,-2.8
Real Madrid,Sevilla,10,2.0,1.2,1.2,2.0,0.8,-1.4,2.0,0.4,1,0,1.17,8.0,15.0,0.8168266285480907,0.11946089442515825,0.06371247702675106,0.7531141515213396,1.6,3.4,7.2,1.6,1.8,2.4,2.5,2.9,1.3,3,1.8,0.0,1.2,1.4,5.4,-0.2,0.2,1.6,1.3,1.3,1.5,0,1.2,0.0,2.2,-0.20000000000000018,1.6,0.7999999999999998
Sociedad,Malaga,10,1.4,1.0,1.0,1.4,0.4,0.0,2.0,1.4,3,1,1.53,4.1,6.5,0.6216758421199963,0.23199122888868154,0.1463329289913222,0.47534291312867405,1.4,1.8,3.9,0.0,0.4,2.0,1.4,1.3,1.3,0,1.0,0.5,0.8,2.2,4.8,0.7,1.4,2.4,1.9,1.5,0.8,4,1.6,0.0,1.0,0.8000000000000003,-0.9999999999999999,-0.3999999999999999
Villarreal,La Coruna,10,2.4,1.2,1.2,2.4,1.2,-1.0,2.4,0.8,3,0,1.5,4.33,6.5,0.6340391980175715,0.2196440639783735,0.14631673800405498,0.4877224600135165,1.6,1.6,4.3,0.2,0.0,1.8,1.8,1.5,1.3,0,1.6,0.0,2.2,1.4,4.5,-0.9,-0.8,0.8,0.8,1.1,2.0,0,1.0,0.0,-0.6000000000000001,-0.20000000000000018,0.8,1.0
Celta,Real Madrid,10,0.6,1.6,1.6,0.6,-1.0,2.4,0.6,3.0,0,7,13.0,7.0,1.2,0.07304347826086957,0.13565217391304346,0.7913043478260869,0.7182608695652174,2.4,0.4,2.9,-0.7,-2.0,0.0,0.9,1.1,1.8,0,0.0,0.0,1.4,3.6,7.5,1.8,2.2,2.4,2.5,3.1,1.3,4,3.0,0.0,-0.9999999999999999,1.2000000000000002,-4.2,-2.4
Granada,Espanol,10,0.4,3.2,3.2,0.4,-2.8,0.0,0.0,1.6,0,1,4.5,4.0,1.73,0.21158844213423023,0.238036997401009,0.5503745604647607,0.3387861183305305,2.4,0.4,3.3,-2.0,-2.0,0.0,0.1,0.5,2.5,0,0.4,0.0,1.4,0.6,3.2,-0.3,-0.8,0.8,1.4,0.8,1.1,0,2.2,0.0,-0.9999999999999999,-1.7999999999999998,-1.2,-0.8
La Coruna,Las Palmas,10,1.0,1.8,1.8,1.0,-0.8,-2.4,0.8,0.0,0,0,1.73,4.0,4.5,0.5503745604647607,0.238036997401009,0.21158844213423023,0.3387861183305305,2.2,1.0,3.7,-1.0,-1.2,0.4,0.6,0.9,1.9,0,1.3333333333333333,0.0,2.8,0.4,4.2,-1.6,-2.4,0.2,0.7,1.0,2.6,0,1.3333333333333333,0.0,-1.7999999999999998,-1.8000000000000003,1.2,0.2
Leganes,Alaves,10,1.8,1.0,1.0,1.8,0.8,0.0,1.4,1.4,2,1,2.1,3.25,3.75,0.4532775453277545,0.2928870292887029,0.25383542538354253,0.19944211994421196,1.0,1.8,3.1,0.0,0.8,1.4,0.9,1.3,1.3,0,1.0,0.0,0.6,1.8,3.7,0.3,1.2,2.2,1.7,1.2,0.9,3,1.0,0.0,1.2000000000000002,0.8,-0.3999999999999999,-0.8000000000000003
Sevilla,Osasuna,10,1.8,0.8,0.8,1.8,1.0,-2.6,2.2,0.6,0,0,1.14,9.0,17.0,0.8377135348226018,0.10611038107752954,0.05617608409986859,0.7815374507227332,2.0,1.6,5.6,-0.5,-0.4,1.4,1.2,1.3,1.8,0,2.4,0.0,3.2,1.6,4.2,-1.2,-1.6,1.0,1.1,1.2,2.4,1,0.6,0.0,-1.6,-0.3999999999999999,1.2000000000000002,0.3999999999999999
Sp Gijon,Betis,10,1.4,1.2,1.2,1.4,0.2,-1.6,1.4,0.6,1,0,2.5,3.4,2.8,0.38049560351718625,0.2797761790567546,0.33972821742605913,0.04076738609112712,1.2,1.2,4.7,-0.2,0.0,1.6,1.2,1.2,1.4,2,1.0,0.0,2.2,0.8,4.0,-0.8,-1.4,0.8,1.0,1.0,1.8,0,1.6,0.0,-1.0000000000000002,-0.3999999999999999,1.4,0.8
Valencia,Villarreal,0,2.4,1.2,1.2,2.4,1.2,-0.6,2.0,1.2,1,0,3.1,3.4,2.3,0.3067869752844252,0.27971753628874063,0.41349548842683403,0.10670851314240881,1.6,1.6,5.2,0.4,0.0,1.2,1.6,1.9,1.5,2,1.4,0.0,1.2,1.4,4.3,0.1,0.2,2.0,1.6,1.4,1.3,0,1.4,0.0,0.40000000000000013,-0.20000000000000018,-0.2,-0.8
Malaga,Real Madrid,0,2.2,0.8,0.8,2.2,1.4,2.8,2.4,3.0,4,8,11.0,7.0,1.22,0.08629749393694422,0.13561034761519805,0.7780921584478576,0.6917946645109134,0.8,2.6,4.3,0.8,1.8,2.6,2.0,1.6,0.8,0,0.4,0.0,1.0,4.0,7.9,2.0,3.0,3.0,2.5,3.3,1.3,5,2.2,0.0,1.6,3.2,-1.2,-0.3999999999999999
Ath Madrid,Ath Bilbao,0,1.6,0.4,0.4,1.6,1.2,0.4,2.4,1.8,1,0,2.0,3.5,3.8,0.4767025089605735,0.27240143369175623,0.25089605734767023,0.22580645161290325,0.4,1.6,6.0,1.4,1.2,2.0,2.3,1.8,0.4,0,2.2,0.5,0.6,1.4,6.2,0.8,0.8,2.0,1.9,1.8,1.0,0,0.4,0.0,1.0,0.9999999999999999,0.3999999999999999,0.0
Barcelona,Eibar,0,4.2,1.2,1.2,4.2,3.0,0.0,3.0,1.4,11,0,1.05,15.0,34.0,0.9083622762489982,0.06358535933742988,0.028052364413572006,0.8803099118354263,1.0,4.2,8.4,2.3,3.2,3.0,2.7,3.5,1.2,6,3.0,0.0,0.6,0.4,3.9,0.2,-0.2,0.8,1.4,1.1,0.9,0,0.0,0.0,3.6,-0.6,3.4000000000000004,2.2
Celta,Sociedad,0,0.8,2.2,2.2,0.8,-1.4,-0.4,0.6,0.8,0,0,4.75,3.75,1.75,0.20076481835564056,0.25430210325047803,0.5449330783938815,0.34416826003824097,3.0,0.6,3.3,-1.1,-2.4,0.0,0.6,1.1,2.2,0,1.6,0.5,1.2,1.8,4.0,0.2,0.6,2.2,1.5,1.5,1.3,0,1.0,0.5,-0.6,-1.2,-3.0,-2.2
Leganes,Alaves,9,2.0,1.2,1.2,2.0,0.8,-0.2,1.4,1.0,0,0,2.05,3.2,4.1,0.4671532846715329,0.29927007299270075,0.23357664233576644,0.23357664233576644,0.8,1.8,3.3,0.0,1.0,1.6,0.9,1.4,1.4,0,1.0,0.0,0.6,1.8,3.7,0.2,1.2,2.2,1.5,1.2,1.0,0,1.0,0.0,1.2000000000000002,1.0,-0.19999999999999996,-0.6000000000000001
Valencia,Las Palmas,9,2.0,1.8,1.8,2.0,0.2,-2.6,1.4,0.0,0,0,1.75,3.8,4.5,0.540711462450593,0.24901185770750991,0.21027667984189727,0.33043478260869574,1.8,1.8,5.2,0.4,0.0,1.2,1.6,1.8,1.4,0,0.25,0.0,3.2,0.2,3.6,-2.0,-3.0,0.0,0.4,0.9,2.9,0,2.5,0.5,-1.4000000000000001,-1.6,3.0,1.2
Celta,Sociedad,9,0.6,2.4,2.4,0.6,-1.8,-0.2,0.2,1.0,0,0,2.38,3.25,3.2,0.4038678109587977,0.29575550464059647,0.3003766844006058,0.10349112655819193,3.0,0.8,3.2,-1.3,-2.2,0.2,0.4,1.0,2.3,0,1.6,0.5,1.6,2.0,4.6,0.3,0.4,1.8,1.6,1.7,1.4,0,1.0,0.0,-0.8,-1.0,-2.6,-1.6
Sevilla,Espanol,9,2.8,0.8,0.8,2.8,2.0,0.2,2.6,2.0,1,2,1.62,4.0,5.5,0.5883926183471516,0.23829901043059643,0.17330837122225196,0.41508424712489966,2.0,2.2,6.1,0.2,0.2,1.4,1.5,1.7,1.5,1,1.8,0.0,1.4,1.0,3.4,-0.2,-0.4,1.4,1.6,0.9,1.1,1,1.2,0.0,0.8000000000000003,-1.0,0.6000000000000001,0.0
Ath Bilbao,Getafe,9,2.2,1.0,1.0,2.2,1.2,-0.4,2.0,1.2,0,0,1.5,4.0,7.5,0.6349206349206349,0.23809523809523808,0.12698412698412698,0.5079365079365079,1.2,1.4,5.8,0.7,0.2,1.4,1.9,1.8,1.1,0,3.0,0.0,1.2,1.6,4.9,-1.2,0.4,1.6,0.9,1.0,2.2,0,0.0,0.5,0.19999999999999996,0.40000000000000013,-0.2,-0.20000000000000018
Barcelona,Betis,9,4.2,1.2,1.2,4.2,3.0,-1.4,3.0,0.8,12,0,1.17,8.0,15.0,0.8168266285480907,0.11946089442515825,0.06371247702675106,0.7531141515213396,1.0,4.4,8.3,2.3,3.4,3.0,2.7,3.5,1.2,7,2.6,0.0,2.6,1.0,4.4,-1.0,-1.6,0.4,0.8,1.0,2.0,0,0.2,0.0,1.8000000000000003,0.0,5.0,2.6
La Coruna,Real Madrid,9,1.6,1.6,1.6,1.6,0.0,2.8,1.4,3.0,1,9,9.5,5.75,1.3,0.10040295500335795,0.1658831430490262,0.7337139019476159,0.6333109469442579,2.0,1.6,4.0,-0.6,-0.4,1.0,0.9,1.2,1.8,1,0.0,0.0,0.6,3.2,8.1,1.9,2.6,3.0,2.5,3.2,1.3,6,3.0,0.0,1.0,1.2000000000000002,-3.0,-2.0
Malaga,Eibar,0,2.2,0.8,0.8,2.2,1.4,-0.6,2.4,0.8,0,0,2.1,3.3,3.7,0.4537346711259755,0.28874024526198444,0.25752508361204013,0.19620958751393536,1.2,2.2,4.8,0.6,1.0,2.0,1.9,1.6,1.0,0,1.4,0.0,1.2,0.8,3.9,0.0,-0.4,0.8,1.3,1.2,1.2,0,1.4,0.5,1.0000000000000002,-0.3999999999999999,1.4,1.2
Levante,Villarreal,0,1.4,0.8,0.8,1.4,0.6,0.0,2.2,1.8,1,1,3.25,3.25,2.3,0.2929936305732484,0.2929936305732484,0.41401273885350315,0.12101910828025475,2.8,1.4,4.0,-0.7,-1.4,0.8,1.1,1.1,1.8,0,0.6,0.0,1.2,1.6,4.6,0.4,0.4,2.0,1.9,1.7,1.3,1,2.4,0.0,0.19999999999999996,-1.1999999999999997,-1.7999999999999998,-1.2
Sociedad,Villarreal,0,1.8,1.0,1.0,1.8,0.8,-0.4,2.2,1.2,0,0,2.05,3.4,3.75,0.4652011310772599,0.2804889172671714,0.25430995165556874,0.21089117942169117,1.6,2.0,4.7,0.4,0.4,1.8,1.8,1.9,1.5,1,0.4,0.0,1.4,1.4,4.0,0.4,0.0,1.4,1.9,1.5,1.1,0,2.2,0.0,0.6000000000000001,-0.20000000000000018,0.4,0.40000000000000013
Betis,Celta,0,1.2,1.2,1.2,1.2,0.0,-0.8,1.4,0.6,0,0,2.2,3.4,3.4,0.4358974358974359,0.28205128205128205,0.28205128205128205,0.15384615384615385,2.6,0.8,4.1,-1.1,-1.8,0.4,0.8,0.9,2.0,0,1.2,0.0,3.0,1.2,3.4,-1.3,-1.8,0.2,0.4,1.0,2.3,0,1.2,0.0,-2.2,-1.4000000000000001,0.0,0.2
Alaves,Barcelona,0,1.2,0.6,0.6,1.2,0.6,1.6,2.0,2.4,2,3,10.0,5.75,1.29,0.09531917627782954,0.1657724804831818,0.7389083432389886,0.6435891669611591,0.8,1.8,3.7,0.4,1.0,2.0,1.5,1.2,0.8,0,1.0,0.0,0.8,3.4,7.2,2.2,2.6,3.0,2.7,3.3,1.1,8,1.75,0.0,1.0,2.5999999999999996,-1.6,-1.0
Las Palmas,Ath Madrid,0,1.4,2.2,2.2,1.4,-0.8,1.2,1.4,1.8,0,0,4.75,3.75,1.75,0.20076481835564056,0.25430210325047803,0.5449330783938815,0.34416826003824097,2.8,0.2,3.5,-1.9,-2.6,0.0,0.4,0.8,2.7,0,0.0,1.0,0.8,2.4,5.3,1.2,1.6,2.2,2.1,1.8,0.6,0,3.0,0.5,-0.6000000000000001,-0.3999999999999999,-4.2,-2.2
Levante,La Coruna,0,1.4,0.8,0.8,1.4,0.6,-1.2,2.2,0.4,2,0,2.2,3.1,3.6,0.43088803088803085,0.30579150579150577,0.2633204633204633,0.16756756756756752,1.8,1.4,3.7,-0.7,-0.4,1.4,1.1,1.1,1.8,1,0.4,0.0,1.4,1.2,4.1,-0.6,-0.2,1.0,0.9,1.2,1.8,0,2.2,0.0,0.0,-0.6000000000000001,-0.2,0.3999999999999999
Eibar,Ath Bilbao,0,1.2,0.8,0.8,1.2,0.4,-0.2,1.4,1.2,0,0,2.5,3.1,3.1,0.3827160493827161,0.30864197530864196,0.30864197530864196,0.07407407407407413,1.2,1.0,4.1,0.0,-0.2,1.2,1.3,1.0,1.0,1,0.6,0.5,1.0,1.0,5.6,0.6,0.0,1.0,1.7,1.6,1.0,0,2.4,0.0,0.0,-0.19999999999999996,-0.2,0.19999999999999996
Espanol,Leganes,0,0.6,1.2,1.2,0.6,-0.6,-0.8,1.2,0.4,0,0,1.95,3.25,4.33,0.4877224600135166,0.29263347600810996,0.2196440639783735,0.2680783960351431,1.4,1.0,3.5,-0.3,-0.4,1.4,1.4,0.8,1.1,0,3.0,0.0,0.8,1.4,3.9,0.1,0.6,1.6,1.1,1.4,1.3,1,0.0,0.0,0.19999999999999996,0.0,-1.0,-0.20000000000000018
Getafe,Sevilla,0,1.2,2.0,2.0,1.2,-0.8,-2.0,0.8,0.2,0,0,3.6,3.3,2.15,0.26558113419427287,0.28972487366647953,0.4446939921392476,0.17911285794497472,1.0,1.2,5.0,-0.6,0.2,1.2,1.0,1.0,1.6,0,1.4,1.0,2.0,2.0,5.9,0.2,0.0,1.0,1.5,1.8,1.6,0,1.4,0.5,-0.8,1.0,0.2,0.19999999999999996
